,attendance,entry_mode,id,number,reference,scheduled,status,utc_offset,weather
12,71776,INGEST,eeda7ddd-91df-4993-9cd0-0e8be266f930,4,56506,2015-09-13T17:02:47+00:00,closed,-6,"Sunny Temp: 80 F, Humidity: 38%, Wind: E 10 mph"
13,62903,INGEST,f2a0bd05-7dff-47b9-97b8-4e5d1a2aceca,9,56511,2015-09-13T20:06:45+00:00,closed,-8,"Temp:  F, Wind:   mph"
14,66093,INGEST,f32eedba-9552-4200-8e82-4e591bbfcbf5,10,56512,2015-09-13T20:05:25+00:00,closed,-8,"Sunny Temp: 84 F, Humidity: 47%, Wind: 10 WSW mph"
15,54500,INGEST,fee3509f-34b8-461c-946e-a945b73c2bc1,12,56514,2015-09-13T20:25:47+00:00,closed,-8,"Cloudy Temp: 73 F, Humidity: 59%, Wind: WNW 9 mph"
16,73006,INGEST,150b2028-7122-4a8d-a015-4b6b1631f290,24,56526,2015-09-20T17:02:55+00:00,closed,-6,"Sunny Temp: 86 F, Humidity: 62%, Wind: W 4 mph"
17,52319,INGEST,270b3161-ab73-488e-a25b-8dfbfb752590,23,56525,2015-09-20T17:02:49+00:00,closed,-6,"Partly Cloudy Temp: 67 F, Wind:   mph"
18,70858,INGEST,28e73389-51ff-4220-91aa-47de855f910b,18,56520,2015-09-20T17:03:21+00:00,closed,-5,"Sunny, some clouds Temp: 62 F, Humidity: 57%, Wind: N 7 mph"
19,57579,INGEST,39c307b6-0f85-4124-acb4-7a3a6de07c8f,21,56523,2015-09-20T17:03:04+00:00,closed,-5,"Partly Cloudy Temp: 69 F, Humidity: 47%, Wind: NE 6 mph"
20,76404,INGEST,554aac47-088a-42fc-9888-366c3cec5968,17,56519,2015-09-18T00:28:33+00:00,closed,-6,"Cloudy Temp: 87 F, Humidity: 59%, Wind: South 13 mph"
21,62351,INGEST,55ec637d-4ca8-402c-96ee-840777f87b68,20,56522,2015-09-20T17:03:34+00:00,closed,-6,"Mostly sunny Temp: 70 F, Humidity: 47%, Wind: S 6 mph"
22,69296,INGEST,597ee855-a149-49a6-8a35-013fa088449a,30,56532,2015-09-20T20:25:22+00:00,closed,-5,"Partly Cloudy Temp: 77 F, Humidity: 37%, Wind: NNE 15 mph"
23,66472,INGEST,83fab116-f034-4f9a-b769-c4e461466a72,26,56528,2015-09-20T17:02:50+00:00,closed,-5,"Partly Cloudy Temp: 66 F, Humidity: 60%, Wind: From NNE 10 mph"
24,65220,INGEST,8e72ff56-7740-4fe4-b818-78344716abe0,32,56534,2015-09-22T00:30:30+00:00,closed,-5,"Clear Temp: 69 F, Humidity: 41%, Wind: NNE 7 mph"
25,72460,INGEST,9a4d58be-7c83-4b6c-9be7-be686fa945a1,27,56529,2015-09-20T17:02:53+00:00,closed,-5,"Cloudy Temp: 72 F, Humidity: 56%, Wind: N 9 mph"
26,67431,INGEST,a334f89b-48ed-4e26-a9c1-3d695765e3bd,22,56524,2015-09-20T16:05:43+00:00,closed,-5,"Sunny Temp: 64 F, Humidity: 59%, Wind: NE 12  mph"
27,77678,INGEST,beaa013f-71cf-463a-8ff4-3b589d69a21e,25,56527,2015-09-20T17:02:58+00:00,closed,-5,"Mostly Cloudy Temp: 73 F, Humidity: 47%, Wind: North 9 mph"
28,53500,INGEST,c7c45e93-5d60-4389-84e1-971c8ce8807e,29,56531,2015-09-20T20:05:39+00:00,closed,-8,"Sunny Temp: 80 F, Humidity: 32%, Wind: WNW 8 mph"
29,65443,INGEST,cc799f7f-542d-43c4-84d0-d4c7d72d7702,28,56530,2015-09-20T20:05:32+00:00,closed,-5,"Zero Percent Chance of Rain Temp: 87 F, Humidity: 55%, Wind: East 5 mph"
30,73254,INGEST,d3c8897f-a676-4c0e-beea-5ad1ad7b2cd7,19,56521,2015-09-20T17:02:07+00:00,closed,-5,"Sunny Temp: 88 F, Humidity: 43%, Wind: NE 6 mph"
31,78433,INGEST,f325594a-cd1d-43b3-b091-035cfa4d32b1,31,56533,2015-09-21T00:30:38+00:00,closed,-6,"Clear Temp: 62 F, Humidity: 52%, Wind: South East 9 mph"
32,71718,INGEST,16c2ecab-39ee-4844-aa1a-5e1e04360434,38,56540,2015-09-27T17:02:43+00:00,closed,-6,"Light Rain Temp: 78 F, Humidity: 74%, Wind: NNW 4 mph"
33,62920,INGEST,2197bbc3-d1c1-4e56-a299-e4511b22d2a2,47,56549,2015-09-28T00:30:46+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
34,70970,INGEST,2861777b-2db6-4171-a7fe-220b280ec821,34,56536,2015-09-27T17:03:29+00:00,closed,-5,"Cloudy Temp: 70 F, Humidity: 20%, Wind: ENE 12 mph"
35,52400,INGEST,31747d23-b91f-4a21-ba69-4b03912d63dc,39,56541,2015-09-27T17:02:41+00:00,closed,-6,"Sunny Temp: 75 F, Wind: South 12 mph"
36,52433,INGEST,3365b554-bba5-4700-ad4b-2a0db333e253,42,56544,2015-09-27T17:28:17+00:00,closed,-6,"Temp:  F, Wind:   mph"
37,66829,INGEST,3be53f93-f621-4a62-b0ce-9c44a9a55842,40,56542,2015-09-27T17:02:47+00:00,closed,-5,"Clear and cool Temp: 68 F, Humidity: 41%, Wind: East 6 mph"
38,65920,INGEST,4938c02d-f163-477f-ab26-c04e1516229d,43,56545,2015-09-27T17:03:46+00:00,closed,-6,"Cloudy Temp: 74 F, Humidity: 77%, Wind: ENE 3 mph"
39,73402,INGEST,4e747e22-b0b4-48f9-99aa-e83cd9427dd4,35,56537,2015-09-27T17:01:40+00:00,closed,-5,"Rain Temp: 69 F, Humidity: 90%, Wind: NNE 9 mph"
40,78160,INGEST,8554df33-0c28-46bd-80ff-9abdf3fa8b96,41,56543,2015-09-27T17:03:01+00:00,closed,-5,"Temp: 66 F, Humidity: 52%, Wind: East 7 mph"
41,69002,INGEST,86a89b7d-1b21-4623-886f-e30a5928ccd7,46,56548,2015-09-27T20:25:38+00:00,closed,-8,"Sunny Temp: 60 F, Humidity: 53%, Wind: NE 5 mph"
42,63663,INGEST,8db9f61f-2f78-4576-9910-d8b4c7024179,44,56546,2015-09-27T20:05:34+00:00,closed,-8,"Temp:  F, Wind:   mph"
43,78214,INGEST,af51f745-7e7d-4762-864c-bac67c2db7e4,48,56550,2015-09-29T00:30:55+00:00,closed,-6,"Light Showers Temp: 67 F, Humidity: 93%, Wind: North 5 mph"
44,64869,INGEST,afd574f5-d0ad-477f-af1c-43c51265f2ee,45,56547,2015-09-27T20:25:40+00:00,closed,-5,"Mostly Cloudy Temp: 87 F, Humidity: 65%, Wind: SE 6 mph"
45,76081,INGEST,c3b00d9f-a539-4b66-b8f5-22729a611912,33,56535,2015-09-25T00:26:32+00:00,closed,-5,"Clear Temp: 71 F, Humidity: 60%, Wind: SSW 4 mph"
46,67431,INGEST,ca735cb1-50b5-4b67-9d56-0e626ee3f795,36,56538,2015-09-27T17:02:31+00:00,closed,-5,"Partly Cloudy Temp: 75 F, Humidity: 62%, Wind: S-SE 16 mph"
47,90345,INGEST,d9217c6f-e7b4-4237-8d68-59babb00a130,37,56539,2015-09-27T17:03:18+00:00,closed,-6,"Temp:  F, Wind:   mph"
48,63710,INGEST,02090d42-6e9d-49ef-84fd-cf8211fb6154,58,56560,2015-10-04T20:05:26+00:00,closed,-8,"Cloudy Temp: 68 F, Humidity: 78%, Wind: WNW 11 mph"
49,69904,INGEST,100c9c77-912d-438e-b149-50d7a3bb606f,51,56553,2015-10-04T17:02:50+00:00,closed,-5,"Temp:  F, Wind:   mph"
50,57498,INGEST,1f2187a1-ca30-42c7-9303-2f3f1e57acee,54,56556,2015-10-04T17:03:31+00:00,closed,-5,"Sunny Temp: 68 F, Humidity: 64%, Wind: E 5 mph"
51,62409,INGEST,2ced041f-8370-42f5-a149-4135c25ed0c8,53,56555,2015-10-04T17:02:31+00:00,closed,-6,"Cloudy Temp: 55 F, Humidity: 83%, Wind: NE 12 mph"
52,77029,INGEST,3b805d21-08c4-43d1-a228-d4eb12851945,60,56562,2015-10-04T20:25:42+00:00,closed,-7,"Cloudy Temp: 60 F, Humidity: 57%, Wind: NE 9 mph"
53,63929,INGEST,4bae6082-9748-4683-9461-dd3058220d3b,49,56551,2015-10-02T00:26:34+00:00,closed,-5,"Cloudy Temp: 63 F, Humidity: 62%, Wind: From ENE 8 mph"
54,63146,INGEST,50e5db1c-b116-4cf9-8fd4-bba6c425278d,59,56561,2015-10-04T20:26:05+00:00,closed,-8,"Temp:  F, Wind:   mph"
55,69005,INGEST,69e01b91-d2d5-44bf-8217-7e09d524b04d,63,56565,2015-10-06T00:31:00+00:00,closed,-8,"Sunny Temp: 74 F, Humidity: 41%, Wind: North 8 mph"
56,57468,INGEST,6d54ca1e-252d-41a3-89b8-e0e6e96c8b6b,56,56558,2015-10-04T17:03:14+00:00,closed,-5,"Cloudy Temp: 74 F, Humidity: 92%, Wind: NE 5 mph"
57,74767,INGEST,7e19fba5-4ff2-483b-b52f-507a3b132d71,57,56559,2015-10-04T17:03:12+00:00,closed,-5,"Cloudy Temp: 58 F, Humidity: 82%, Wind: NE 13 mph"
58,70677,INGEST,879d8c17-89cd-4b66-94af-0f4301b8cc5d,52,56554,2015-10-04T17:03:03+00:00,closed,-5,"Mostly cloudy Temp: 60 F, Humidity: 66%, Wind: E 8 mph"
59,70799,INGEST,92d36a4a-8fcb-4418-bab7-ff6daf0ccc17,61,56563,2015-10-04T20:25:56+00:00,closed,-8,"Sunny Temp: 74 F, Humidity: 36%, Wind: Southeast 5 mph"
60,65609,INGEST,934a6d45-7c16-4c21-aa57-e6a3b283bdaf,55,56557,2015-10-04T17:02:53+00:00,closed,-5,"Partly cloudy Temp: 62 F, Humidity: 72%, Wind: NE 9 mph"
61,83986,INGEST,eeecb153-30a4-4144-87ab-d88856c64669,50,56552,2015-10-04T13:37:10+00:00,closed,0,"Sunny Temp: 59 F, Humidity: 63%, Wind: SSE 5 mph"
62,73009,INGEST,fafafeeb-bbaf-4a46-a978-73f7c4b11ee3,62,56564,2015-10-05T00:30:58+00:00,closed,-6,"Cloudy Temp: 67 F, Humidity: 67%, Wind: NW 12 mph"
63,93054,INGEST,2dd78875-d53f-40f4-908a-038eac1df97e,74,56576,2015-10-11T20:25:35+00:00,closed,-6,"Temp:  F, Wind:   mph"
64,78432,INGEST,39fa65ea-b033-46ea-ac5a-f0e457af5986,68,56570,2015-10-11T17:02:39+00:00,closed,-6,"Clear Temp: 67 F, Humidity: 61%, Wind: SW 15 mph"
65,71732,INGEST,4d968b1d-0393-473a-a942-2345913cb5fe,64,56566,2015-10-09T00:26:16+00:00,closed,-6,"Mostly Cloudy Temp: 83 F, Humidity: 54%, Wind: SE 4 mph"
66,75799,INGEST,64aa74a7-9bf5-4dcb-99b9-5447de01b96d,69,56571,2015-10-11T17:02:51+00:00,closed,-6,"Sunny Temp: 72 F, Humidity: 51%, Wind: South-Southwest 10 mph"
67,58490,INGEST,69b30cd7-5533-41e9-a62f-8a1a38c71852,71,56573,2015-10-11T17:02:38+00:00,closed,-5,"Clear Temp: 84 F, Humidity: 55%, Wind: NW 9 mph"
68,67658,INGEST,75b8cb51-b906-4207-a26d-6a81bfdaf0ed,77,56579,2015-10-13T00:30:19+00:00,closed,-8,"Partly Cloudy Temp: 93 F, Humidity: 32%, Wind: WNW 10 mph"
69,71046,INGEST,89e85ffb-a815-4b8a-b507-6038244acbe7,66,56568,2015-10-11T17:02:56+00:00,closed,-5,"Mostly Sunny Temp: 65 F, Humidity: 48%, Wind: SSW 2 mph"
70,70178,INGEST,9ac3a334-dbf6-4d34-acbf-720f029c818f,65,56567,2015-10-11T17:02:48+00:00,closed,-5,"Temp:  F, Wind:   mph"
71,55013,INGEST,b5d857d6-1061-4cbf-9f67-cc727fff5901,75,56577,2015-10-11T20:25:30+00:00,closed,-8,"Sunny Temp: 72 F, Humidity: 59%, Wind: W 10 mph mph"
72,60816,INGEST,c3e5139f-b03b-4888-9bd0-1fcb802e10a5,73,56575,2015-10-11T20:05:41+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
73,65670,INGEST,c537b7f3-0069-4a07-80d5-4108cd221b6a,72,56574,2015-10-11T17:02:50+00:00,closed,-6,"Sunny Temp: 67 F, Humidity: 58%, Wind: NNE 5 mph"
74,65004,INGEST,c75e14f7-2cf4-43e7-b80d-abfd14f0b967,67,56569,2015-10-11T17:03:22+00:00,closed,-5,"Sunny Temp: 66 F, Humidity: 59%, Wind: SW 3 mph"
75,69296,INGEST,e41df752-6ebf-4aa0-8af4-fb7d84c905e2,70,56572,2015-10-11T17:02:47+00:00,closed,-5,"Clear Temp: 67 F, Humidity: 54%, Wind: SW 6 mph"
76,78515,INGEST,fb5ce9e7-5403-4e52-b548-1c946b32df8b,76,56578,2015-10-12T00:31:01+00:00,closed,-5,"Clear Temp: 61 F, Humidity: 59%, Wind: SSW 4 mph"
77,70799,INGEST,28952e4e-b4ef-4e58-8607-9825c0b870f5,89,56591,2015-10-18T20:25:42+00:00,closed,-8,"Partly Sunny Temp: 69 F, Humidity: 60%, Wind: N 7 mph"
78,69020,INGEST,2ad5c19c-eeca-4c12-8221-df2e3551b6d4,87,56589,2015-10-18T20:05:40+00:00,closed,-8,"Cloudy Temp: 61 F, Humidity: 85%, Wind: SSE 5 mph"
79,78434,INGEST,2e776c6e-9033-4183-94f8-f2f5fa90175e,88,56590,2015-10-18T20:25:50+00:00,closed,-6,"Clear Temp: 54 F, Humidity: 35%, Wind: S 12 mph"
80,58085,INGEST,433115ed-c384-4d67-be1a-f529a3436e1a,82,56584,2015-10-18T17:02:45+00:00,closed,-5,"No chance of rain Temp: 73 F, Humidity: 55%, Wind: NE 18 mph"
81,69593,INGEST,48a74319-404a-4500-a3b0-4d777126dc70,79,56581,2015-10-18T17:02:40+00:00,closed,-5,"Cloudy Temp: 40 F, Humidity: 73%, Wind: NE 4 mph"
82,63846,INGEST,68579056-84ec-4734-8541-d0b6b9af051e,85,56587,2015-10-18T17:02:52+00:00,closed,-5,"Partly Cloudy Temp: 45 F, Humidity: 47%, Wind: From W 12 mph"
83,69296,INGEST,68bc1db0-54d1-4963-8c01-466cc213c1d8,91,56593,2015-10-20T00:30:33+00:00,closed,-5,"Clear Temp: 44 F, Humidity: 49%, Wind: SSW 6 mph"
84,57648,INGEST,77dc87dc-67f1-42ce-bd49-f665eac0c129,81,56583,2015-10-18T17:02:56+00:00,closed,-5,"Controlled  Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
85,62342,INGEST,7d83ac11-d938-4626-a2bd-50fc11095a01,86,56588,2015-10-18T17:02:41+00:00,closed,-6,"Sunny Temp: 56 F, Humidity: 39%, Wind: S 8 mph"
86,52480,INGEST,818352a9-85cd-46d7-91af-beeb468c0f97,83,56585,2015-10-18T17:02:42+00:00,closed,-6,"Sunny Temp: 54 F, Wind: SSW 10 mph"
87,66726,INGEST,90213246-8110-4c13-aa7d-d85d8b56b5fe,90,56592,2015-10-19T00:30:58+00:00,closed,-5,"Partly cloudy Temp: 52 F, Humidity: 30%, Wind: W 4 mph"
88,73018,INGEST,b5bb4db5-7836-44f5-9e8e-caba52fdd818,78,56580,2015-10-16T00:26:42+00:00,closed,-6,"Sunny Temp: 83 F, Humidity: 33%, Wind: ESE 9 mph"
89,67431,INGEST,cfad622c-74fc-4007-880b-7431dc79081d,80,56582,2015-10-18T17:02:46+00:00,closed,-5,"Sunny Temp: 47 F, Humidity: 52%, Wind: NW 20 mph"
90,78160,INGEST,f65cb36f-2f23-4ab5-9c6c-bab29678a6ad,84,56586,2015-10-18T17:02:42+00:00,closed,-5,"Temp: 49 F, Humidity: 30%, Wind: WNW 16 mph"
91,67542,INGEST,17cad0c4-bff5-4d59-9fb3-3a5fc71d3981,102,56604,2015-10-25T20:05:32+00:00,closed,-8,"Sunny Temp: 77 F, Humidity: 48%, Wind: SW 4 mph"
92,63329,INGEST,2a02fdc1-d24f-4509-8322-7225a8310282,100,56602,2015-10-25T17:02:52+00:00,closed,-6,"Cloudy Temp: 59 F, Humidity: 95%, Wind: NE 8 mph"
93,60231,INGEST,2b6faf20-5ae8-42ea-b7f2-a1eda282fe8c,94,56596,2015-10-25T17:02:37+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
94,80319,INGEST,2f94280c-aa83-4204-8479-f0923b6e1307,103,56605,2015-10-25T20:25:29+00:00,closed,-5,"Mostly Cloudy Temp: 71 F, Humidity: 40%, Wind: NNW 14 mph"
95,84021,INGEST,3b867aaf-7406-4a8c-b89d-5b92fd864e4d,93,56595,2015-10-25T13:35:23+00:00,closed,-1,"Sunny Intervals Temp: 48 F, Humidity: 74%, Wind: NNW 2 mph"
96,64722,INGEST,4831522e-3168-4a9b-b49d-41b0f62eea31,105,56607,2015-10-27T00:31:07+00:00,closed,-8,"Temp:  F, Wind:   mph"
97,66420,INGEST,50d09f1d-dd4c-4b51-893a-c24ae4673f4a,95,56597,2015-10-25T17:03:00+00:00,closed,-5,"Mostly cloudy Temp: 55 F, Humidity: 56%, Wind: NNE 12 mph"
98,65251,INGEST,50f34134-5183-4e99-a38f-d3dec18a9afa,97,56599,2015-10-25T17:02:51+00:00,closed,-5,"Cloudy Temp: 84 F, Humidity: 62%, Wind: ESE 13 mph"
99,70799,INGEST,7de65f3b-0405-4c1c-9a75-ea757047cba5,92,56594,2015-10-23T00:26:40+00:00,closed,-8,"Mostly Sunny Temp: 75 F, Humidity: 40%, Wind: NW 8 mph"
100,72912,INGEST,b31e8f2c-fa48-45d5-a16e-c7aa5f4e4d1c,101,56603,2015-10-25T17:03:46+00:00,closed,-5,"Sunny Temp: 64 F, Humidity: 87%, Wind: W 5 mph"
101,74194,INGEST,c113aff0-d5aa-420c-8dee-04ba7cfa8dcf,104,56606,2015-10-26T00:31:45+00:00,closed,-5,"Cloudy Temp: 71 F, Humidity: 80%, Wind:  0 mph"
102,51523,INGEST,cde2e031-326d-400e-b884-8a785f6e2b9e,99,56601,2015-10-25T17:02:30+00:00,closed,-6,"Temp:  F, Wind:   mph"
103,76365,INGEST,e5e947a2-c254-42fc-873a-a76fde74bc31,96,56598,2015-10-25T17:02:55+00:00,closed,-6,"Sunny Temp: 58 F, Humidity: 57%, Wind: East Notheast 7 mph"
104,66829,INGEST,fadd8069-5b74-4970-8149-592f28e30493,98,56600,2015-10-25T17:02:45+00:00,closed,-5,"Cloudy Temp: 58 F, Humidity: 80%, Wind: SW 9 mph"
105,51207,INGEST,15be78c8-4476-4aea-ab85-a82b10df2d1e,115,56617,2015-11-01T18:03:10+00:00,closed,-6,"Temp:  F, Wind:   mph"
106,73019,INGEST,482db56f-31b8-48cc-b36c-b07659b9f8b3,113,56615,2015-11-01T18:02:43+00:00,closed,-6,"Rain Temp: 69 F, Humidity: 95%, Wind: E 13 mph"
107,66829,INGEST,59dfd9b7-ed6e-462f-b4d0-4423c9d01f65,106,56608,2015-10-30T00:26:26+00:00,closed,-5,"Cloudy and Windy Temp: 58 F, Humidity: 39%, Wind: WSW 10 mph"
108,62311,INGEST,624ab5ef-9e4f-4147-84fc-ba0387de9a63,110,56612,2015-11-01T18:03:01+00:00,closed,-6,"Sunny Temp: 62 F, Humidity: 42%, Wind: W 11 mph"
109,74136,INGEST,907d0a1c-6fa3-4148-8438-4e2875410640,119,56621,2015-11-03T01:31:27+00:00,closed,-5,"Light Rain Temp: 60 F, Humidity: 100%, Wind: ENE 7 mph"
110,70829,INGEST,91cc1ed7-6f89-43c9-88f4-914d8f713b1b,109,56611,2015-11-01T18:03:20+00:00,closed,-5,"Cloudy Temp: 63 F, Humidity: 72%, Wind: wsw 10 mph"
111,77075,INGEST,a3f23dff-ad6d-4b39-99c0-3d2193ab588a,118,56620,2015-11-02T01:30:47+00:00,closed,-7,"Partly Cloudy Temp: 61 F, Humidity: 23%, Wind: SW 9 mph"
112,91486,INGEST,aba8621c-60e0-4145-923f-03c63d02b0c8,117,56619,2015-11-01T21:25:26+00:00,closed,-6,"Temp:  F, Wind:   mph"
113,70524,INGEST,b9644704-df5c-4c39-9f1d-91653df9adf7,108,56610,2015-11-01T18:02:55+00:00,closed,-5,"Temp:  F, Wind:   mph"
114,71630,INGEST,bb22a47f-2443-4c52-a23e-588bc68b403d,112,56614,2015-11-01T18:02:33+00:00,closed,-6,"Rainy Temp: 70 F, Humidity: 86%, Wind: S 0 mph"
115,54700,INGEST,dff96fb5-52cc-4e8e-a155-e69d830b5e20,116,56618,2015-11-01T21:05:53+00:00,closed,-8,"Partly Cloudy Temp: 68 F, Humidity: 70%, Wind: South 8 mph"
116,64750,INGEST,ed4247b6-7407-4427-8653-0b98be2cb14e,114,56616,2015-11-01T18:03:44+00:00,closed,-5,"Cloudy Temp: 62 F, Humidity: 71%, Wind: From WSW 11 mph"
117,83624,INGEST,f0675b36-5c4f-4efb-911e-07cb6a3bfcfa,107,56609,2015-11-01T14:36:09+00:00,closed,0,"Temp: 50 F, Humidity: 91%, Wind: NNE 2 mph"
118,67431,INGEST,f0718aea-0df7-4aca-a004-bb7f6beca0c5,111,56613,2015-11-01T18:02:34+00:00,closed,-5,"Sunny Temp: 62 F, Humidity: 58%, Wind: SW 21 mph"
119,74461,INGEST,0481a258-8c49-4f4a-bca0-21aafaa5b153,122,56624,2015-11-08T18:03:46+00:00,closed,-5,"Cloudy  Temp: 57 F, Humidity: 50%, Wind: ENE 10 mph"
120,66829,INGEST,3323e58b-6b3c-4978-ae68-0f1a3617d9c2,124,56626,2015-11-08T18:03:34+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 34%, Wind: WNW 12 mph"
121,70799,INGEST,3cbf5a70-4e28-48a4-a22c-bd0178ff55d5,128,56630,2015-11-08T21:05:25+00:00,closed,-8,"Cloudy Temp: 58 F, Humidity: 84%, Wind: Calm 0 mph"
122,78160,INGEST,92fa7233-02dc-4911-8b33-ff7d86ac4fc4,126,56628,2015-11-08T18:02:42+00:00,closed,-5,"Sunny Temp: 56 F, Humidity: 36%, Wind: WNW 10 MPH mph"
123,73075,INGEST,9c3dc635-c424-47fa-9693-509d4944b8ad,125,56627,2015-11-08T18:02:48+00:00,closed,-6,"Cloudy Temp: 60 F, Humidity: 90%, Wind: N 17 mph"
124,70214,INGEST,9c92043a-f04a-46ee-9588-53e00f5d3d41,121,56623,2015-11-08T18:02:53+00:00,closed,-5,"Sunny with some clouds Temp: 49 F, Humidity: 55%, Wind: W 7 mph"
125,91827,INGEST,b59810a7-4db9-4e68-addd-c4a0bbb219bb,131,56633,2015-11-09T01:31:00+00:00,closed,-6,"Clear skies Temp: 60 F, Humidity: 43%, Wind: ENE 5 mph"
126,66894,INGEST,bd425208-188c-474f-ae66-327823a40e3f,130,56632,2015-11-08T21:25:31+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 32%, Wind: ESE 5 mph"
127,64351,INGEST,c781ecda-5a06-43df-ae34-54afd6a21de9,129,56631,2015-11-08T21:05:30+00:00,closed,-5,"Cloudy Temp: 80 F, Humidity: 90%, Wind: SW 3 mph"
128,68033,INGEST,c7f8b715-a656-4fd0-9315-e1b9dc5462b6,132,56634,2015-11-10T01:30:32+00:00,closed,-8,"Cloudy Temp: 63 F, Humidity: 67%, Wind: W 9 mph"
129,65520,INGEST,d1e42365-c2fb-4b29-9b2d-12271317252d,127,56629,2015-11-08T18:02:44+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 38%, Wind: From NE 5 mph"
130,65816,INGEST,d880eeba-69a9-48f4-a0a1-427462c0536c,120,56622,2015-11-06T01:26:57+00:00,closed,-5,"Cloudy Temp: 71 F, Humidity: 61%, Wind: S 4 mph"
131,52406,INGEST,ddfd9249-f711-4718-8941-0af2e2c1292b,123,56625,2015-11-08T18:03:15+00:00,closed,-6,"Sunny Temp: 51 F, Wind: South 14 mph, Gusting to 26 mph"
132,64402,INGEST,017ee8c5-aaba-46a4-81a7-2f17508f4c84,137,56639,2015-11-15T18:04:59+00:00,closed,-5,"Sunny Temp: 61 F, Humidity: 32%, Wind: From SW 12 mph"
133,69005,INGEST,047275c4-51ac-4e1b-8dcf-5bc2ae52039e,145,56647,2015-11-16T01:34:45+00:00,closed,-8,"Partly cloudy Temp: 49 F, Humidity: 63%, Wind:  Calm mph"
134,69596,INGEST,2484a133-bfa5-47bd-b516-6261ccebc812,136,56638,2015-11-15T18:05:06+00:00,closed,-5,"Sunny Temp: 59 F, Humidity: 34%, Wind: WSW 13 mph"
135,76973,INGEST,38930b99-1f6c-40a9-8a4b-4dedaaee229e,143,56645,2015-11-15T21:30:30+00:00,closed,-7,"Temp: 64 F, Humidity: 10%, Wind: NE 5 mph"
136,64133,INGEST,52422332-0073-4083-a452-60b994783ecc,139,56641,2015-11-15T18:05:04+00:00,closed,-5,"Cloudy Temp: 79 F, Humidity: 56%, Wind: E 13 mph"
137,78526,INGEST,5d9684ba-1c8d-4a1d-beea-169df2a23562,135,56637,2015-11-15T18:04:45+00:00,closed,-6,"Temp: 55 F, Humidity: 59%, Wind: South 7 mph"
138,81061,INGEST,96d2ad30-de8f-4477-8c12-f8ae3cb1c317,144,56646,2015-11-15T21:31:31+00:00,closed,-5,"Clear Temp: 60 F, Humidity: 31%, Wind: WSW 8 mph"
