,attendance,entry_mode,id,number,reference,scheduled,sr_id,status,utc_offset,weather
27,70826,INGEST,cdaaefbc-cc4d-41af-b85a-bf06013e15a2,31,57264,2017-09-18T00:30:00+00:00,sr:match:11538685,closed,-5,"Clear Temp: 78 F, Humidity: 72%, Wind: NW 4 mph"
28,77004,INGEST,f37339c3-6d36-47ba-932b-8973dd6e5dda,32,57265,2017-09-19T00:30:00+00:00,sr:match:11538691,closed,-5,"Cloudy Temp: 72 F, Humidity: 80%, Wind: ENE 5 mph"
29,68729,INGEST,faf1f598-44ed-43e1-8418-2798348ed450,30,57263,2017-09-17T20:25:00+00:00,sr:match:11538675,closed,-8,"Mostly Cloudy Temp: 65 F, Humidity: 60%, Wind: S 12 mph"
30,25381,INGEST,fb23cdcd-860a-4e41-8286-0bf4672a4ef0,26,57259,2017-09-17T20:05:00+00:00,sr:match:11538673,closed,-8,"Cloudy Temp: 71 F, Humidity: 68%, Wind: W 7 mph"
31,56612,INGEST,ff3276b5-00f1-4987-82f2-1eff5ffd295f,29,57262,2017-09-17T20:25:00+00:00,sr:match:11538679,closed,-8,"Cloudy Temp: 76 F, Humidity: 59%, Wind: SW 3 mph"
32,69127,INGEST,07fa1395-5af9-4f45-8060-34689085c052,44,57277,2017-09-24T20:05:00+00:00,sr:match:11538619,closed,-6,"Sunny Temp: 88 F, Humidity: 97%, Wind: E 4 mph"
33,73775,INGEST,0af4a24c-4a58-400b-86c0-2670ba791634,36,57269,2017-09-24T17:00:00+00:00,sr:match:11538601,closed,-5,"Sunny Temp: 82 F, Humidity: 59%, Wind: NNE 6 mph"
34,78323,INGEST,0e8e53e4-3e77-47a5-9e9e-339b0d2eb980,45,57278,2017-09-24T20:25:00+00:00,sr:match:11538623,closed,-6,"Sunny Temp: 89 F, Humidity: 44%, Wind: S 8 mph"
35,68865,INGEST,0ec23489-6d4e-4272-a7a1-65fc6aa8fadc,35,57268,2017-09-24T17:00:00+00:00,sr:match:11538599,closed,-5,"Sunny Temp: 83 F, Humidity: 56%, Wind: W 5 mph"
36,63351,INGEST,4578f92d-be29-49ff-a49b-e1c192259cba,39,57272,2017-09-24T17:00:00+00:00,sr:match:11538593,closed,-5,"Sunny Temp: 83 F, Humidity: 45%, Wind: ENE 5 mph"
37,62172,INGEST,4720edf3-0b9c-4ca9-9251-196d5295ac1f,37,57270,2017-09-24T17:00:00+00:00,sr:match:11538605,closed,-6,"Sunny, highs to upper 80's Temp: 89 F, Humidity: 48%, Wind: S 5 mph"
38,25386,INGEST,4b049133-1c35-400f-9988-2edd362c756d,46,57279,2017-09-24T20:25:00+00:00,sr:match:11538625,closed,-8,"Sunny Temp: 84 F, Humidity: 25%, Wind: W 5 mph"
39,65102,INGEST,6c74a897-52a1-4a8d-9e89-0446961cfb87,48,57281,2017-09-26T00:30:00+00:00,sr:match:11538635,closed,-8,"Indoor Temp:  F, Wind:   mph"
40,69596,INGEST,8646de0e-6c5f-46d8-bba2-a0808e9c4031,43,57276,2017-09-24T17:00:00+00:00,sr:match:11538595,closed,-5,"Sunny Temp: 89 F, Humidity: 48%, Wind: NNE 6 mph"
41,70178,INGEST,8bba9eec-55c9-44ec-9c01-5db0836c7df4,33,57266,2017-09-22T00:25:00+00:00,sr:match:11538589,closed,-8,"Mostly Sunny Temp: 68 F, Humidity: 42%, Wind: West-Southwest 13 mph"
42,65878,INGEST,bb9e95f1-cc9e-4c64-9ff1-8ce40f845521,41,57274,2017-09-24T17:00:00+00:00,sr:match:11538615,closed,-5,"Sunny Temp: 84 F, Humidity: 53%, Wind: NE 4 mph"
43,77123,INGEST,bc848438-9106-44a0-be3b-c77161cb0c5a,47,57280,2017-09-25T00:30:00+00:00,sr:match:11538629,closed,-5,"Clear Temp: 76 F, Humidity: 75%, Wind:  0 mph"
44,77562,INGEST,be53a7b4-1add-472b-85e3-21271f1b52bc,42,57275,2017-09-24T17:00:00+00:00,sr:match:11538597,closed,-5,"Sunny Temp: 88 F, Humidity: 41%, Wind: NE 5 mph"
45,63240,INGEST,c305639f-e37f-435f-9ab4-a095d86faf78,38,57271,2017-09-24T17:00:00+00:00,sr:match:11538607,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
46,84592,INGEST,c8225358-094d-4ae2-9b0e-f6d2fc2ce0ca,34,57267,2017-09-24T13:30:00+00:00,sr:match:11538591,closed,0,"Temp: 70 F, Humidity: 51%, Wind: SE 10 mph"
47,66390,INGEST,e14feb06-19a6-4bf1-af6a-d77fbfa6d7b7,40,57273,2017-09-24T17:00:00+00:00,sr:match:11538609,closed,-6,"Indoor Temp:  F, Wind:   mph"
48,76909,INGEST,527260d0-0935-4bd9-b626-496de172142e,62,57295,2017-10-01T20:25:00+00:00,sr:match:11538657,closed,-7,"Mostly Cloudy Temp: 72 F, Humidity: 26%, Wind: E 7 mph"
49,78362,INGEST,5288ab63-e6dc-4b60-a747-ba30f9375677,49,57282,2017-09-29T00:25:00+00:00,sr:match:11538603,closed,-6,"Cloudy Temp: 65 F, Humidity: 62%, Wind: SW 5 mph"
50,67431,INGEST,55abe8d4-11be-472f-a76e-bbb6e9b0480e,53,57286,2017-10-01T17:00:00+00:00,sr:match:11538637,closed,-5,"Sunny Temp: 63 F, Humidity: 37%, Wind: SE 6 mph"
51,71273,INGEST,6bc6e76d-dabe-4259-9c94-51c280dc7d7b,51,57284,2017-10-01T17:00:00+00:00,sr:match:11538631,closed,-5,"Temp:  F, Wind:   mph"
52,71126,INGEST,7bd4d20d-614b-480b-804a-0f42de2da5bb,52,57285,2017-10-01T17:00:00+00:00,sr:match:11538633,closed,-5,"Sunny Temp: 64 F, Humidity: 52%, Wind: North 6 mph"
53,64121,INGEST,873b442e-09f7-4713-a952-ba9a86d19e47,59,57292,2017-10-01T20:05:00+00:00,sr:match:11538651,closed,-8,"Indoors Temp:  F, Wind:   mph"
54,68872,INGEST,8f3d6868-6ed9-43a3-bacc-bac20764ce23,63,57296,2017-10-02T00:30:00+00:00,sr:match:11538661,closed,-8,"Clear Temp: 61 F, Humidity: 54%, Wind: NNW 8 mph"
55,66730,INGEST,91843445-5702-4819-b5af-4c8581ee7b01,56,57289,2017-10-01T17:00:00+00:00,sr:match:11538627,closed,-6,"Indoor Temp:  F, Wind:   mph"
56,84423,INGEST,986557a8-6009-41ec-bb36-ae47a3379006,50,57283,2017-10-01T13:30:00+00:00,sr:match:11538611,closed,0,"Temp: 63 F, Humidity: 64%, Wind: 13 SSW mph"
57,77562,INGEST,9c18eb1c-f211-4d96-b041-4a279ce770b6,58,57291,2017-10-01T17:00:00+00:00,sr:match:11538617,closed,-5,"Sunny Temp: 64 F, Humidity: 44%, Wind: NNE 5 mph"
58,71804,INGEST,bc23ee90-c478-4712-94df-bc9ed4dbe793,55,57288,2017-10-01T17:00:00+00:00,sr:match:11538613,closed,-6,"Sunny Temp: 87 F, Humidity: 53%, Wind: N 3 mph"
59,91869,INGEST,bc2ce96b-6bd7-40f2-84c2-5ccbd5691e86,54,57287,2017-10-01T17:00:00+00:00,sr:match:11538641,closed,-6,"Temp:  F, Wind:   mph"
60,65878,INGEST,c0e7cf37-0302-42b1-a94f-50e029a6aae3,57,57290,2017-10-01T17:00:00+00:00,sr:match:11538621,closed,-5,"Sunny Temp: 61 F, Humidity: 43%, Wind: N 6 mph"
61,25374,INGEST,c138104b-f475-4896-801f-b23b14f9c793,60,57293,2017-10-01T20:05:00+00:00,sr:match:11538645,closed,-8,"Sunny Temp: 72 F, Humidity: 70%, Wind: S 6 mph"
62,74587,INGEST,d9f4c342-bf1a-4491-828a-004e8726cf10,64,57297,2017-10-03T00:30:00+00:00,sr:match:11538669,closed,-6,"Clear Temp: 82 F, Humidity: 55%, Wind: South Southeast 14 mph"
63,63916,INGEST,e32c946e-3503-4d2c-9c4f-a480c3e6f53a,61,57294,2017-10-01T20:05:00+00:00,sr:match:11538647,closed,-5,"Cloudy Temp: 91 F, Humidity: 51%, Wind: E 8 mph"
64,65612,INGEST,13584eca-c7d1-439f-a517-be46c251d489,69,57302,2017-10-08T17:00:00+00:00,sr:match:11538689,closed,-5,"Cloudy Temp: 68 F, Humidity: 60%, Wind: ESE 12 mph"
65,64476,INGEST,1f81f519-8535-4037-961e-a39e3ed57a90,65,57298,2017-10-06T00:25:00+00:00,sr:match:11538677,closed,-5,"Clear Temp: 76 F, Humidity: 94%, Wind: E 9 mph"
66,77373,INGEST,2516af69-4bf9-49d3-844b-c04c4ce37099,71,57304,2017-10-08T17:00:00+00:00,sr:match:11538699,closed,-5,"Cloudy Temp: 76 F, Humidity: 90%, Wind: WSW 7 mph"
67,65135,INGEST,357f73b9-ddd3-4346-aa1d-21aa4804ca78,70,57303,2017-10-08T17:00:00+00:00,sr:match:11538693,closed,-5,"Partly Cloudy Temp: 89 F, Humidity: 67%, Wind: ESE 9 mph"
68,66237,INGEST,3f69efad-89f2-421d-903f-dce05e371d63,73,57306,2017-10-08T17:00:00+00:00,sr:match:11538703,closed,-5,"Cloudy Temp: 73 F, Humidity: 80%, Wind: From SW 9 mph"
69,54980,INGEST,5d629efb-b1f1-44e5-bb0a-3c20061b7e3e,75,57308,2017-10-08T20:05:00+00:00,sr:match:11538713,closed,-8,"Sunny Temp: 72 F, Humidity: 42%, Wind: WNW 8 mph"
70,52367,INGEST,681c7c3c-d01b-4512-b832-2222a325091b,66,57299,2017-10-08T17:00:00+00:00,sr:match:11538695,closed,-5,"Light Rain Temp: 63 F, Humidity: 90%, Wind: SSE 10 mph"
71,60745,INGEST,75c186f4-77f0-487a-9b82-82427d467d34,74,57307,2017-10-08T20:05:00+00:00,sr:match:11538709,closed,-8,"Sunny Temp: 78 F, Humidity: 50%, Wind:  0 mph"
72,93329,INGEST,b46357d0-a317-419f-ae45-db44cb3abdc9,76,57309,2017-10-08T20:25:00+00:00,sr:match:11538717,closed,-6,"Temp:  F, Wind:   mph"
73,69596,INGEST,bb2d9b2e-c319-4571-9b9f-3e7832e30ce2,72,57305,2017-10-08T17:00:00+00:00,sr:match:11538705,closed,-5,"Showers Temp: 77 F, Humidity: 91%, Wind: SSW 10 mph"
74,61834,INGEST,cd3bad2b-80ab-4f92-9f7a-01f684b10b65,78,57311,2017-10-10T00:30:00+00:00,sr:match:11538727,closed,-6,"Partly cloudy Temp: 70 F, Humidity: 69%, Wind: NE 10 mph"
75,71835,INGEST,d26b39df-07a5-481f-a50c-0a23cacdf834,77,57310,2017-10-09T00:30:00+00:00,sr:match:11538723,closed,-6,"Partly Cloudy Temp: 89 F, Humidity: 59%, Wind: NW 9 mph"
76,62032,INGEST,e79b7be1-ed0f-4c57-96c0-39d47eee5bc1,67,57300,2017-10-08T17:00:00+00:00,sr:match:11538683,closed,-5,"Cloudy Temp: 67 F, Humidity: 71%, Wind: West 8 mph"
77,64288,INGEST,e9280257-7fdc-4392-8c56-8e0b068e19f4,68,57301,2017-10-08T17:00:00+00:00,sr:match:11538687,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
78,63999,INGEST,18542c57-bf28-49e0-8f95-c61afd7f4743,87,57320,2017-10-15T20:05:00+00:00,sr:match:11538729,closed,-8,"N/A Temp:  F, Wind:   mph"
79,75568,INGEST,398e5bc7-6272-476c-a732-4b45de14cfea,86,57319,2017-10-15T17:00:00+00:00,sr:match:11538725,closed,-5,"Cloudy Temp: 68 F, Humidity: 85%, Wind: South 4 mph"
80,56232,INGEST,40ec5836-041c-4870-84c7-cc60e769effc,88,57321,2017-10-15T20:05:00+00:00,sr:match:11538731,closed,-5,"30% Chance of Rain Temp: 88 F, Humidity: 68%, Wind: NE 10 mph"
81,70616,INGEST,41690f15-a362-46da-bbd1-b08a1916fce9,81,57314,2017-10-15T17:00:00+00:00,sr:match:11538701,closed,-5,"Partly Sunny Temp: 69 F, Humidity: 87%, Wind: s 7 mph"
82,76721,INGEST,4716bc49-8c79-4045-8c17-976f196258b0,91,57324,2017-10-16T00:30:00+00:00,sr:match:11538739,closed,-7,"Clear Temp: 61 F, Humidity: 17%, Wind: NorthEast 4 mph"
83,71815,INGEST,57316513-09bf-445b-a431-b144da8e0069,82,57315,2017-10-15T17:00:00+00:00,sr:match:11538707,closed,-6,"Partly Cloudy Temp: 85 F, Humidity: 62%, Wind: N 7 mph"
84,73117,INGEST,59feb1ea-6da9-4713-b851-1143a1bfa076,84,57317,2017-10-15T17:00:00+00:00,sr:match:11538715,closed,-6,"Cloudy Temp: 84 F, Humidity: 80%, Wind: SE 2 mph"
85,66848,INGEST,5ce3f11c-467b-4d89-a930-6273f07a0449,83,57316,2017-10-15T17:00:00+00:00,sr:match:11538711,closed,-6,"Indoor Temp:  F, Wind:   mph"
86,63888,INGEST,931a499a-9700-461a-a35c-45e1f58502ce,92,57325,2017-10-17T00:30:00+00:00,sr:match:11538741,closed,-6,"Clear Temp: 57 F, Humidity: 55%, Wind: NE 7 mph"
87,76994,INGEST,b9f5901b-320a-4f1c-a7fa-52dd2bf6b1a0,89,57322,2017-10-15T20:25:00+00:00,sr:match:11538733,closed,-6,"Sunny Temp: 60 F, Humidity: 56%, Wind: Northwest 14 mph"
88,74373,INGEST,e56bb731-2c99-46b2-8f34-6d692c342258,79,57312,2017-10-13T00:25:00+00:00,sr:match:11538697,closed,-5,"Cloudy Temp: 72 F, Humidity: 88%, Wind: ENE 6 mph"
89,70593,INGEST,ecfc4f4a-5cfc-4ed9-8b28-7d89d06a2bfd,80,57313,2017-10-15T17:00:00+00:00,sr:match:11538719,closed,-5,"Indoors Temp:  F, Wind:   mph"
90,54685,INGEST,f29dddd1-cfe4-4c4a-a465-6c986d1078c5,90,57323,2017-10-15T20:25:00+00:00,sr:match:11538735,closed,-8,"Sunny Temp: 76 F, Humidity: 25%, Wind: NNE 9 mph"
91,77562,INGEST,fc7f26af-d2de-4074-a59a-684c249748a5,85,57318,2017-10-15T17:00:00+00:00,sr:match:11538721,closed,-5,"Cloudy Temp: 73 F, Humidity: 70%, Wind: WNW 13 mph"
92,65878,INGEST,0097e36d-885c-4eeb-b56b-e2a94e143bc6,106,57339,2017-10-23T00:30:00+00:00,sr:match:11538797,closed,-5,"Cloudy, fog started developing in 2nd quarter Temp: 56 F, Humidity: 88%, Wind: NE 2 mph"
93,65363,INGEST,030e3636-3d52-4a30-9249-544957c4ae8d,102,57335,2017-10-22T20:25:00+00:00,sr:match:11538749,closed,-5,"Sunny Temp: 79 F, Humidity: 37%, Wind: From S 6 mph"
94,66751,INGEST,09d5974b-efd4-4dd7-a261-27bc960319aa,101,57334,2017-10-22T17:00:00+00:00,sr:match:11538751,closed,-6,"Indoor Temp:  F, Wind:   mph"
95,68561,INGEST,0e456976-da54-46c2-af41-e6c8095c70da,94,57327,2017-10-22T17:00:00+00:00,sr:match:11538745,closed,-5,"Sunny Temp: 74 F, Humidity: 45%, Wind: s 9 mph"
96,63104,INGEST,34b74d5a-6155-4568-94f1-438f08017f38,98,57331,2017-10-22T17:00:00+00:00,sr:match:11538779,closed,-5,"Cloudy Temp: 72 F, Humidity: 59%, Wind: S 17 mph"
97,65025,INGEST,4632b00b-1043-4c2c-9725-ffa0a32f88e5,100,57333,2017-10-22T17:00:00+00:00,sr:match:11538757,closed,-5,"Partly Cloudy Temp: 86 F, Humidity: 67%, Wind: ESE 18 mph"
98,69596,INGEST,48b63029-48ee-4a98-8c20-9560f93dce71,107,57340,2017-10-24T00:30:00+00:00,sr:match:11538801,closed,-5,"Cloudy Temp: 70 F, Humidity: 78%, Wind: SSE 9 mph"
99,70133,INGEST,7abb277f-e7e3-4e3d-ad1d-c96c75af42ef,103,57336,2017-10-22T20:05:00+00:00,sr:match:11538783,closed,-8,"Sunny Temp: 68 F, Humidity: 60%, Wind: NW 10 mph"
100,73736,INGEST,81258727-7b71-4bea-96e0-eb5b82fdebf9,99,57332,2017-10-22T17:00:00+00:00,sr:match:11538761,closed,0,"Rain Temp: 54 F, Humidity: 72%, Wind: W 10 mph"
101,78380,INGEST,8b5c735e-1644-47df-af49-31de98170a27,97,57330,2017-10-22T17:00:00+00:00,sr:match:11538775,closed,-6,"Rain Temp: 52 F, Humidity: 100%, Wind: W 10 mph"
102,78527,INGEST,99939f5a-2af2-4029-a37b-748f52d2ed2a,105,57338,2017-10-22T20:25:00+00:00,sr:match:11538787,closed,-5,"Partly Cloudy Temp: 75 F, Humidity: 29%, Wind: SSE 7 mph"
103,55090,INGEST,c1af6810-ec97-43ca-bbb4-88e81323b866,93,57326,2017-10-20T00:25:00+00:00,sr:match:11538737,closed,-8,"Cloudy Temp: 62 F, Humidity: 78%, Wind: SW 1 mph"
104,25388,INGEST,eb40394d-1681-4a46-9370-d0d14aa64747,104,57337,2017-10-22T20:25:00+00:00,sr:match:11538791,closed,-8,"Sunny Temp: 90 F, Humidity: 15%, Wind: W 4 mph"
105,61256,INGEST,f5007f76-0385-4886-9510-c70205c651e3,95,57328,2017-10-22T17:00:00+00:00,sr:match:11538767,closed,-6,"Cloudy with periods of rain, thunder possible. Winds shifting to WNW, 10-20 mph. Temp: 70 F, Humidity: 71%, Wind: S 15 mph"
106,59061,INGEST,f5158111-e00e-4045-882d-fc7dae703656,96,57329,2017-10-22T17:00:00+00:00,sr:match:11538771,closed,-5,"Sunny Temp: 74 F, Humidity: 56%, Wind: South 12 mph"
107,77562,INGEST,03d0c59c-ed0f-439b-aa73-b46ac4a27cfa,114,57347,2017-10-29T17:00:00+00:00,sr:match:11538755,closed,-5,"Rain Temp: 63 F, Humidity: 93%, Wind: East 5 mph"
108,70408,INGEST,04b4efea-c7d7-4557-a898-77d7f83261fb,108,57341,2017-10-27T00:25:00+00:00,sr:match:11538747,closed,-5,"Partly Cloudy Temp: 56 F, Humidity: 49%, Wind: West 9 mph"
109,69025,INGEST,17889026-92ce-4c44-bc8f-38dfa705f48c,117,57350,2017-10-29T20:05:00+00:00,sr:match:11538781,closed,-8,"Cloudy Temp: 50 F, Humidity: 90%, Wind: ENE 2 mph"
110,57901,INGEST,17a97700-f582-4169-bf96-139b6153ac01,111,57344,2017-10-29T17:00:00+00:00,sr:match:11538777,closed,-5,"Cloudy Temp: 39 F, Humidity: 68%, Wind: NNW 9 mph"
111,58545,INGEST,1d160a46-0a76-44cd-8055-1457119a788f,116,57349,2017-10-29T17:00:00+00:00,sr:match:11538759,closed,-5,"Cloudy Temp: 63 F, Humidity: 63%, Wind: NNW 13 mph"
112,69599,INGEST,50f99fa2-8f6f-4442-b11c-3a1923a68b32,110,57343,2017-10-29T17:00:00+00:00,sr:match:11538773,closed,-5,"Rain Temp: 42 F, Humidity: 94%, Wind: NE 7 mph"
113,65878,INGEST,63db0f3e-f1de-467f-b958-9d4ad1d5625b,112,57345,2017-10-29T17:00:00+00:00,sr:match:11538769,closed,-5,"Rain Temp: 62 F, Humidity: 84%, Wind: SE 8 mph"
114,78428,INGEST,6838f8f8-4315-4f63-91f5-01df73cac298,118,57351,2017-10-29T20:25:00+00:00,sr:match:11538785,closed,-5,"Rain Temp: 60 F, Humidity: 93%, Wind: ESE 4 mph"
115,73192,INGEST,87a16aa0-70c3-4f2c-b065-f4e3685219ca,113,57346,2017-10-29T17:00:00+00:00,sr:match:11538765,closed,-6,"Sunny Temp: 54 F, Humidity: 47%, Wind: N 4 mph"
116,64983,INGEST,9d1d54cb-c3c7-4c18-aff4-859df5119aa5,119,57352,2017-10-30T00:30:00+00:00,sr:match:11538793,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
117,76573,INGEST,c91ae988-9c7d-4a74-a422-cd2e3ebaeebe,120,57353,2017-10-31T00:30:00+00:00,sr:match:11538795,closed,-6,"Clear Temp: 44 F, Humidity: 41%, Wind: Northwest 12 mph"
118,69596,INGEST,c94bf0b2-5e41-4a4d-b6b7-004c8fa17a9e,115,57348,2017-10-29T17:00:00+00:00,sr:match:11538763,closed,-5,"Rain Temp: 67 F, Humidity: 91%, Wind: SE 12 mph"
119,74237,INGEST,d0733ea4-4313-479f-b053-2c92c62787ec,109,57342,2017-10-29T13:30:00+00:00,sr:match:11538753,closed,-1,"Partly Cloudy Temp: 56 F, Humidity: 56%, Wind: N 11 mph"
120,93273,INGEST,06aaea3e-71e9-40ec-bb05-779adc2bb09a,131,57364,2017-11-05T21:25:00+00:00,sr:match:11538937,closed,-6,"Temp:  F, Wind:   mph"
121,77575,INGEST,19cb6a42-ed78-4324-9728-6f2bcfb6dd3c,133,57366,2017-11-07T01:30:00+00:00,sr:match:11538941,closed,-6,"Cloudy Temp: 35 F, Humidity: 58%, Wind: SW 3 mph"
122,60720,INGEST,1dc7e7a3-61c7-48f4-8732-390f22fabd5b,124,57357,2017-11-05T18:00:00+00:00,sr:match:11538807,closed,-5,"Temp: 78 F, Humidity: 74%, Wind: NNE 12 mph"
123,69596,INGEST,1f5949cf-c3af-4326-8ac4-d296b76f0c7a,127,57360,2017-11-05T18:00:00+00:00,sr:match:11538925,closed,-5,"Cloudy Temp: 61 F, Humidity: 89%, Wind: SE 5 mph"
124,68927,INGEST,4bae180d-e953-4bcf-bf63-4439be674056,130,57363,2017-11-05T21:05:00+00:00,sr:match:11538935,closed,-8,"Rain Temp: 36 F, Humidity: 86%, Wind: NNW 11 mph"
125,74244,INGEST,7e8c1c62-1557-421b-9c58-230938152aba,122,57355,2017-11-05T18:00:00+00:00,sr:match:11538815,closed,-5,"Coudy Temp: 61 F, Humidity: 86%, Wind: ENE 4 mph"
126,67322,INGEST,8f3dbfa2-bc28-4117-bed5-a98a625f0f3a,128,57361,2017-11-05T18:00:00+00:00,sr:match:11538927,closed,-6,"Cloudy Temp: 75 F, Humidity: 66%, Wind: WSW 10 mph"
