,attendance,entry_mode,id,number,reference,scheduled,sr_id,status,utc_offset,weather
0,58699,INGEST,0822b924-eadc-4398-bfe6-83cbbf3a2912,4,57570,2018-09-09T17:00:00+00:00,sr:match:14387832,closed,-5,"Cloudy Temp: 59 F, Humidity: 91%, Wind: NE 11 mph"
1,73038,INGEST,0a456149-c547-4856-9b1b-86e1d93887ae,8,57574,2018-09-09T17:00:00+00:00,sr:match:14387818,closed,-6,"Partly Cloudy Temp: 86 F, Humidity: 67%, Wind: SW 5 mph"
2,65184,INGEST,63047598-04c4-4b94-9674-94beead0724e,5,57571,2018-09-09T17:00:00+00:00,sr:match:14387828,closed,-5,"Scattered Showers Temp: 89 F, Humidity: 63%, Wind: WSW 7 mph"
3,53857,INGEST,8a46621a-752e-4e68-9446-7f6686967064,16,57582,2018-09-11T02:20:00+00:00,sr:match:14387862,closed,-8,"Clear Temp: 69 F, Humidity: 58%, Wind: WSW 10 mph"
4,61613,INGEST,8ac7b300-8f92-4a20-a357-4710fd3be679,11,57577,2018-09-09T20:25:00+00:00,sr:match:14387850,closed,-8,"N/A Indoor Temp:  F, Wind:   mph"
5,66673,INGEST,8e70d260-ec90-447e-8fdd-10572742d742,6,57572,2018-09-09T17:00:00+00:00,sr:match:14387824,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
6,76761,INGEST,8f19fa37-ab1a-4624-935e-297d74e20eb8,13,57579,2018-09-09T20:25:00+00:00,sr:match:14387844,closed,-7,"Sunny Temp: 84 F, Humidity: 17%, Wind: Northeast 5 mph"
7,77992,INGEST,9b12fe52-4398-4976-92e8-35055e996afc,9,57575,2018-09-09T17:00:00+00:00,sr:match:14387814,closed,-5,"Rain Temp: 59 F, Humidity: 85%, Wind: NE 7 mph"
8,78282,INGEST,afec5a57-23c7-4900-bdba-aed594d500a5,14,57580,2018-09-10T00:20:00+00:00,sr:match:14387854,closed,-6,"Clear Temp: 62 F, Humidity: 65%, Wind: E 10 mph"
9,61352,INGEST,b8b1fd3a-179f-4e49-ac5b-315265826c1f,15,57581,2018-09-10T23:10:00+00:00,sr:match:14387858,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
10,25351,INGEST,b92cb9c2-c053-4b5a-9861-98460beeaf42,10,57576,2018-09-09T20:05:00+00:00,sr:match:14387840,closed,-8,"Sunny Temp: 84 F, Humidity: 52%, Wind: SW 8 mph"
11,69696,INGEST,bb7895ff-a4be-4471-97ed-3ba4c150470b,1,57567,2018-09-07T00:20:00+00:00,sr:match:14387810,closed,-5,"Cloudy Temp: 81 F, Humidity: 71%, Wind: NNW 8 mph"
12,70591,INGEST,d02693ec-73c7-41bf-a272-f2ebe9df4801,2,57568,2018-09-09T17:00:00+00:00,sr:match:14387812,closed,-5,"Rain Temp: 61 F, Humidity: 97%, Wind: ENE 12 mph"
13,74532,INGEST,d4214f4c-8f54-4edf-81d8-45f8b95e0b65,12,57578,2018-09-09T20:25:00+00:00,sr:match:14387848,closed,-5,"Partly Cloudy Temp: 81 F, Humidity: 74%, Wind: East North East 9 mph"
14,65878,INGEST,d8d0ab6b-214a-41ec-be5b-973abf1cfbbe,7,57573,2018-09-09T17:00:00+00:00,sr:match:14387820,closed,-5,"Cloudy and Cool Temp: 62 F, Humidity: 61%, Wind: NE 10 mph"
15,67431,INGEST,db9df049-a3a4-46a2-be3b-278066e6145e,3,57569,2018-09-09T17:00:00+00:00,sr:match:14387834,closed,-5,"Rain Temp: 58 F, Humidity: 84%, Wind: East 11 mph"
16,68527,INGEST,015f9d66-9910-4975-8be5-923fa2d9a518,30,57596,2018-09-16T20:25:23+00:00,sr:match:14387904,closed,-5,"Rain Chance 40% Temp: 97 F, Humidity: 46%, Wind: West 15 gusts up to 25 mph"
17,76696,INGEST,121e7597-9757-4bb3-a6c0-68e306e5e785,29,57595,2018-09-16T20:25:00+00:00,sr:match:14387910,closed,-7,"Sunny Temp: 92 F, Humidity: 13%, Wind: South 4 mph"
18,63956,INGEST,199ef568-b373-409d-8d38-403285ce0d54,23,57589,2018-09-16T17:00:00+00:00,sr:match:14387882,closed,-5,"Partly Cloudy Temp: 80 F, Humidity: 65%, Wind: From ESE 10 mph"
19,50018,INGEST,1e636f91-ad6a-4981-9018-e4639a459a76,17,57583,2018-09-14T00:20:00+00:00,sr:match:14387866,closed,-5,"Clear Temp: 82 F, Humidity: 54%, Wind: N 3 mph"
20,90512,INGEST,3b535c6d-b185-4ebb-bdaa-93206b63f031,31,57597,2018-09-17T00:20:00+00:00,sr:match:14387914,closed,-6,"Temp:  F, Wind:   mph"
21,57013,INGEST,68dede99-7477-4cc9-9e4a-16b5ad351b54,26,57592,2018-09-16T17:00:00+00:00,sr:match:14387872,closed,-5,"Cloudy Temp: 71 F, Humidity: 88%, Wind: ENE 5 mph"
22,56552,INGEST,7cbcab87-9bf7-4784-8ead-a0eede1b1099,24,57590,2018-09-16T17:00:00+00:00,sr:match:14387878,closed,-5,"Cloudy Temp: 91 F, Humidity: 65%, Wind: SSW 9 mph"
23,77982,INGEST,7d853567-d8b2-4f01-a58c-5d6eb8bd2146,22,57588,2018-09-16T17:00:00+00:00,sr:match:14387886,closed,-5,"Sunny Temp: 80 F, Humidity: 63%, Wind: East 4 MPh mph"
24,62372,INGEST,96ebe9ea-08dd-427e-b4e6-03d1f10242b9,25,57591,2018-09-16T17:00:00+00:00,sr:match:14387874,closed,-6,"Cloudy Temp: 81 F, Humidity: 63%, Wind: NE 12 mph"
25,69187,INGEST,ac1d2365-d2f9-4adf-bca1-d3e87699d7ab,19,57585,2018-09-16T17:00:00+00:00,sr:match:14387890,closed,-5,"Fair Temp: 83 F, Humidity: 63%, Wind: SE 6 mph"
26,72528,INGEST,d7f67053-4a68-4b3f-8393-24da671ef5cc,18,57584,2018-09-16T17:00:00+00:00,sr:match:14387870,closed,-5,"Temp:  F, Wind:   mph"
27,66515,INGEST,e9624f6c-179d-49d9-8c27-1afe483811a5,27,57593,2018-09-16T20:05:00+00:00,sr:match:14387902,closed,-8,"Sunny Temp: 86 F, Humidity: 35%, Wind: SW 2 mph"
28,78461,INGEST,ee90b916-9817-498b-b290-254335875f46,20,57586,2018-09-16T17:00:00+00:00,sr:match:14387894,closed,-6,"Partly Cloudy Temp: 80 F, Humidity: 71%, Wind: S 5 mph"
29,73086,INGEST,eeb43536-5af7-46f8-b6f6-492609679c68,21,57587,2018-09-16T17:00:00+00:00,sr:match:14387896,closed,-6,"Clear Temp: 90 F, Humidity: 68%, Wind: NW 1 mph"
30,70164,INGEST,fef99d20-322b-4d02-8795-eba5838aa959,28,57594,2018-09-16T20:05:00+00:00,sr:match:14387898,closed,-8,"Clear Temp: 73 F, Wind: NW 12 mph"
31,57960,INGEST,ff8d64d5-ba07-49e5-8340-1f97915c2a34,32,57598,2018-09-18T00:15:00+00:00,sr:match:14387918,closed,-6,"Clear Temp: 79 F, Humidity: 62%, Wind: ESE 2 mph"
32,72161,INGEST,1470d7c2-4ff2-474e-b9bd-0f776bb98f49,36,57602,2018-09-23T17:00:00+00:00,sr:match:14387944,closed,-5,"Cloudy Temp: 80 F, Humidity: 69%, Wind: NNE 3 mph"
33,61769,INGEST,1d536b32-6aac-40e9-8bc9-b5c174a187ea,47,57613,2018-09-24T00:20:00+00:00,sr:match:14387968,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
34,74457,INGEST,479688c1-078d-4348-b459-1fbb2724e1c6,34,57600,2018-09-23T17:00:00+00:00,sr:match:14387926,closed,-5,"Temp:  F, Wind:   mph"
35,70156,INGEST,5060c8c3-48da-4a52-bea6-2450cff36084,35,57601,2018-09-23T17:00:00+00:00,sr:match:14387942,closed,-5,"Light Rain Temp: 61 F, Humidity: 91%, Wind: NNE 5 mph"
36,64015,INGEST,5d701ec4-79a3-4e8c-8c00-bf2ed55d090d,38,57604,2018-09-23T17:00:00+00:00,sr:match:14387952,closed,-5,"Temp: 89 F, Humidity: 61%, Wind: EAST 10MPH mph"
37,67431,INGEST,60cafa48-8293-487f-b4e7-26dea4036b89,33,57599,2018-09-21T00:20:00+00:00,sr:match:14387922,closed,-5,"Temp: 83 F, Humidity: 64%, Wind: SE 11 mph"
38,68947,INGEST,79f689e4-4243-4504-b82c-3ed06ccde9d7,44,57610,2018-09-23T20:05:00+00:00,sr:match:14387958,closed,-8,"Sunny Temp: 80 F, Humidity: 50%, Wind: SW 5 mph"
39,66800,INGEST,79f9c6ea-0d7c-4424-8f36-e42a213815da,41,57607,2018-09-23T17:00:00+00:00,sr:match:14387936,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
40,76023,INGEST,9330f29e-cdce-4ad7-86d2-8d1f7ea0173e,39,57605,2018-09-23T17:00:00+00:00,sr:match:14387956,closed,-6,"Clear and sunny Temp: 70 F, Humidity: 64%, Wind: East Southeast 4 mph"
41,62163,INGEST,939eb3ec-bf18-4a1a-8950-946f3106fb6d,45,57611,2018-09-23T20:25:00+00:00,sr:match:14387964,closed,-8,"N/A Indoor Temp:  F, Wind:   mph"
42,69696,INGEST,980b1fc2-5db5-46c0-892c-f9dfec147b04,42,57608,2018-09-23T17:00:00+00:00,sr:match:14387934,closed,-5,"Rain Temp: 61 F, Humidity: 92%, Wind: NE 5 mph"
43,62571,INGEST,af571e14-a48e-43bd-966f-8e3250e59d9e,48,57614,2018-09-25T00:15:00+00:00,sr:match:14387974,closed,-5,"Cloudy Temp: 77 F, Humidity: 89%, Wind: N 5 mph"
44,69047,INGEST,b36f9451-723d-4306-9dd0-c63e86122be2,46,57612,2018-09-23T20:25:00+00:00,sr:match:14387960,closed,-8,"Sunny Temp: 61 F, Humidity: 59%, Wind: SSE 4 mph"
45,65667,INGEST,c36208e7-1a5d-4e09-87b6-f4558803e00e,40,57606,2018-09-23T17:00:00+00:00,sr:match:14387938,closed,-5,"Partly Cloudy Temp: 90 F, Humidity: 58%, Wind: E 7 mph"
46,59827,INGEST,e69db266-3106-44fc-b23b-c20c47b2891c,43,57609,2018-09-23T17:00:00+00:00,sr:match:14387930,closed,-5,"Rain Temp: 62 F, Humidity: 96%, Wind: NE 6 mph"
47,71838,INGEST,fbaa83d3-b2af-40ea-a43d-f86bf29de39c,37,57603,2018-09-23T17:00:00+00:00,sr:match:14387948,closed,-6,"Partly Cloudy Temp: 78 F, Humidity: 72%, Wind: SSW 2 mph"
48,65878,INGEST,11a8abb0-df9a-4a43-9120-85ebd30febbe,56,57622,2018-09-30T17:00:00+00:00,sr:match:14387986,closed,-5,"Sunny and warm Temp: 65 F, Humidity: 48%, Wind: West 6 mph"
49,90155,INGEST,18d21be5-031b-453b-b0c7-03def072587e,52,57618,2018-09-30T17:00:00+00:00,sr:match:14387998,closed,-6,"Temp:  F, Wind:   mph"
50,61893,INGEST,1d31d359-d81b-45ce-a57e-0409d26a800f,51,57617,2018-09-30T17:00:00+00:00,sr:match:14388000,closed,-6,"Cloudy Temp: 66 F, Humidity: 62%, Wind: SSW 5 mph"
51,78213,INGEST,29f47dc6-1635-4504-82a6-3cc6aff2dd72,61,57627,2018-09-30T20:25:00+00:00,sr:match:14388010,closed,-5,"Partly Cloudy Temp: 71 F, Humidity: 54%, Wind: South 7 mph"
52,25397,INGEST,36d67453-b328-41e5-9ef0-c9c8d88786ef,60,57626,2018-09-30T20:25:00+00:00,sr:match:14388014,closed,-8,"Sunny Temp: 78 F, Humidity: 56%, Wind: SW 9 mph"
53,71985,INGEST,3c3af3cc-d619-40cb-ae55-38e804f10a89,50,57616,2018-09-30T17:00:00+00:00,sr:match:14388002,closed,-5,"Temp:  F, Wind:   mph"
54,65353,INGEST,48cd0e21-7a9e-4a40-ac85-400ac32fa662,55,57621,2018-09-30T17:00:00+00:00,sr:match:14387982,closed,-5,"Partly Cloudy Temp: 86 F, Humidity: 70%, Wind: North 10mph mph"
55,57716,INGEST,55781713-a1fe-4fda-8b26-75405403bfb6,54,57620,2018-09-30T17:00:00+00:00,sr:match:14387992,closed,-5,"Mostly sunny Temp: 73 F, Humidity: 65%, Wind: SW 6 mph"
56,72027,INGEST,5f98a459-16cb-426c-bb73-aef55f2b8c72,49,57615,2018-09-28T00:20:00+00:00,sr:match:14387980,closed,-8,"Clear Temp: 75 F, Humidity: 68%, Wind: SW 3 mph"
57,78312,INGEST,75a2018a-e3e1-48cc-bbcc-bd1a258c4894,53,57619,2018-09-30T17:00:00+00:00,sr:match:14387994,closed,-6,"Cloudy Temp: 49 F, Humidity: 79%, Wind: NE 9 mph"
58,53387,INGEST,913333de-87cf-4a66-8bd1-90b8729a5503,59,57625,2018-09-30T20:05:00+00:00,sr:match:14388006,closed,-8,"Partly Cloudy Temp: 71 F, Humidity: 58%, Wind: W 8 mph"
59,69013,INGEST,dacf7651-d14b-4f83-8795-a815b08f273b,57,57623,2018-09-30T17:00:00+00:00,sr:match:14387988,closed,-6,"Sunny Temp: 80 F, Humidity: 56%, Wind: NW 4 mph"
60,76656,INGEST,e3877f33-90a0-43da-adfa-445456ccaa00,63,57629,2018-10-02T00:15:00+00:00,sr:match:14388026,closed,-7,"Cloudy Temp: 65 F, Humidity: 51%, Wind: North 5 mph"
61,61845,INGEST,e859af59-4015-46c6-b5b1-f802a41afb9c,58,57624,2018-09-30T20:05:00+00:00,sr:match:14388004,closed,-8,"N/A Indoor Temp:  F, Wind:   mph"
62,62030,INGEST,f526b033-e88d-4fca-ab55-1d527fb08d34,62,57628,2018-10-01T00:20:00+00:00,sr:match:14388020,closed,-5,"Clear Temp: 69 F, Humidity: 86%, Wind: S 2 mph"
63,75289,INGEST,08aecfcd-c230-43fe-a2d5-38b2f5eb29b0,70,57636,2018-10-07T17:00:00+00:00,sr:match:14388046,closed,-6,"Cloudy Temp: 58 F, Humidity: 90%, Wind: Northeast 5 mph"
64,72008,INGEST,0b5d2e6f-07f3-4edb-8336-03292602fc51,77,57643,2018-10-08T00:20:00+00:00,sr:match:14388072,closed,-6,"Partly Cloudy Temp: 83 F, Humidity: 70%, Wind: SE 7 mph"
65,67431,INGEST,369ec5da-ebc9-4054-ba08-f4196f99ec30,68,57634,2018-10-07T17:00:00+00:00,sr:match:14388052,closed,-5,"Cloudy Temp: 72 F, Humidity: 89%, Wind: North 5 mph"
66,63405,INGEST,419fefc2-0cc8-43e2-b134-66761c23b03e,69,57635,2018-10-07T17:00:00+00:00,sr:match:14388050,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
67,73028,INGEST,526ad748-77f2-49f7-9fda-583d43291f43,78,57644,2018-10-09T00:15:00+00:00,sr:match:14388074,closed,-6,"Partly Cloudy Temp: 84 F, Humidity: 70%, Wind: E 22 mph"
68,52708,INGEST,5f84899c-0eaf-4d76-a562-16745d416bb5,67,57633,2018-10-07T17:00:00+00:00,sr:match:14388056,closed,-5,"Mostly Sunny Temp: 87 F, Humidity: 52%, Wind: S 4 mph"
69,68337,INGEST,793bd08b-12f3-4ec1-ae67-9d886149af19,75,57641,2018-10-07T20:25:00+00:00,sr:match:14388062,closed,-8,"Clear Temp: 79 F, Humidity: 19%, Wind: North 15 mph"
70,68893,INGEST,7f4745d5-6139-4871-872a-9555d9a455d4,76,57642,2018-10-07T20:25:00+00:00,sr:match:14388070,closed,-8,"Rain Temp: 53 F, Humidity: 79%, Wind: SSE 5 mph"
71,68202,INGEST,8d0133e1-feb0-480b-a39a-89e13ac9691d,65,57631,2018-10-07T17:00:00+00:00,sr:match:14388036,closed,-5,"Cloudy Temp: 62 F, Humidity: 96%, Wind: NE 8 mph"
72,74221,INGEST,92f6dfda-82f1-4b03-be47-81c5eefa413b,66,57632,2018-10-07T17:00:00+00:00,sr:match:14388054,closed,-5,"Cloudy Temp: 80 F, Humidity: 83%, Wind: ENE 3 mph"
73,69696,INGEST,9c455c97-9537-4ae9-9bdc-d0228467e5dd,74,57640,2018-10-07T20:25:00+00:00,sr:match:14388066,closed,-5,"Partly Cloudy Temp: 79 F, Humidity: 77%, Wind: WSW 6 mph"
74,77982,INGEST,9d7b32a1-b140-4741-b783-42a2090be849,71,57637,2018-10-07T17:00:00+00:00,sr:match:14388042,closed,-5,"Cloudy Temp: 77 F, Humidity: 79%, Wind: SW 7 mph"
75,65878,INGEST,c688ec1c-18cd-4539-81d4-865f21ef983d,64,57630,2018-10-05T00:20:00+00:00,sr:match:14388032,closed,-5,"Mostly Cloudy Temp: 66 F, Humidity: 96%, Wind: SSW 6 mph"
76,64781,INGEST,d262a25f-6912-4a55-b5b3-64b683fa0daf,72,57638,2018-10-07T17:00:00+00:00,sr:match:14388040,closed,-5,"Sunny Temp: 83 F, Humidity: 69%, Wind: From SSW 5 mph"
77,25362,INGEST,e253454e-4db2-492d-8825-142ffd1eeee0,73,57639,2018-10-07T20:05:00+00:00,sr:match:14388058,closed,-8,"Sunny Temp: 75 F, Humidity: 60%, Wind: SSW 10 mph"
78,65878,INGEST,02b13817-bfd1-4e61-820a-55f9d8e4d36e,92,57658,2018-10-15T00:20:00+00:00,sr:match:14388128,closed,-5,"Cloudy Temp: 45 F, Humidity: 85%, Wind:  Calm mph"
79,77167,INGEST,10e8561b-e3d5-4b7c-a64c-edb63e7c828d,79,57645,2018-10-12T00:20:00+00:00,sr:match:14388082,closed,-5,"Light Rain Temp: 70 F, Humidity: 98%, Wind: South 3 mph"
80,64441,INGEST,1b36170b-0d82-4337-8900-86115ea9ab98,91,57657,2018-10-14T20:25:00+00:00,sr:match:14388118,closed,-6,"Rain Temp: 66 F, Humidity: 100%, Wind: SE 4 mph"
81,84922,INGEST,4093cbd7-ad91-4843-9396-aa49c609e68c,87,57653,2018-10-14T17:00:00+00:00,sr:match:14388090,closed,0,"Cloudy Temp: 52 F, Humidity: 93%, Wind: NNE 10 mph"
82,77982,INGEST,42fdd188-b81d-4d5e-84c7-51f7e0868012,86,57652,2018-10-14T17:00:00+00:00,sr:match:14388096,closed,-5,"Cloudy Temp: 60 F, Humidity: 53%, Wind: SW 7 MPH mph"
83,67431,INGEST,44924db1-5b37-45b7-80fe-614d042af0d6,82,57648,2018-10-14T17:00:00+00:00,sr:match:14388106,closed,-5,"Sunny Temp: 51 F, Humidity: 61%, Wind: South 9 mph"
84,65791,INGEST,48bd18ee-471b-4ebb-a4a3-e227306b6af5,84,57650,2018-10-14T17:00:00+00:00,sr:match:14388112,closed,-5,"Partly Cloudy Temp: 89 F, Humidity: 67%, Wind: 8 E mph"
85,72665,INGEST,5772c65e-b8a8-49b5-affa-c49649a7eb41,80,57646,2018-10-14T17:00:00+00:00,sr:match:14388084,closed,-5,"Temp:  F, Wind:   mph"
86,77642,INGEST,8e675346-dfff-414a-baf7-6c5a9d7427a9,93,57659,2018-10-16T00:15:00+00:00,sr:match:14388132,closed,-6,"Clear Temp: 37 F, Humidity: 55%, Wind: W 5 mph"
87,76109,INGEST,a7d11bde-1b85-4d23-a923-dd06977c1d08,89,57655,2018-10-14T20:05:00+00:00,sr:match:14388114,closed,-7,"Mostly Cloudy Temp: 25 F, Humidity: 76%, Wind: North East 6 mph"
88,66801,INGEST,a97dd221-a5a2-486b-9cd1-94f3d7c4efe4,85,57651,2018-10-14T17:00:00+00:00,sr:match:14388100,closed,-6,"N/A (Indoors) Temp:  F, Wind:   mph"
89,71638,INGEST,b6315dd9-7610-4166-b464-06378fe3ea52,83,57649,2018-10-14T17:00:00+00:00,sr:match:14388108,closed,-6,"Mostly Cloudy Temp: 87 F, Humidity: 60%, Wind: S 9 mph"
90,90767,INGEST,c0be3171-9d64-4d0c-b9ef-82ad0a6b2c87,90,57656,2018-10-14T20:25:00+00:00,sr:match:14388124,closed,-6,"Temp:  F, Wind:   mph"
91,60594,INGEST,dec00a0b-1e0b-4bd4-96b7-d0cffa4a72a6,81,57647,2018-10-14T17:00:00+00:00,sr:match:14388104,closed,-5,"Mostly Cloudy Temp: 51 F, Humidity: 93%, Wind: S 6 mph"
92,60482,INGEST,fdd80531-e591-4c9c-8bf5-6c720c5552f8,88,57654,2018-10-14T17:00:00+00:00,sr:match:14388086,closed,-5,"Cloudy Temp: 52 F, Humidity: 74%, Wind:  0 mph"
93,72756,INGEST,01dda20c-56e3-443b-a654-62fcb6165c9a,107,57673,2018-10-23T00:15:00+00:00,sr:match:14388188,closed,-5,"Partly clear Temp: 60 F, Humidity: 49%, Wind: ESE 2 mph"
94,66301,INGEST,1c5bc88b-6b67-4e97-aeb0-ad5125aab31d,105,57671,2018-10-21T20:25:00+00:00,sr:match:14388180,closed,-5,"Sunny Temp: 52 F, Humidity: 43%, Wind: WNW 12 mph"
95,62389,INGEST,5096cb7b-12ed-4aff-8562-7c0898f7270c,97,57663,2018-10-21T17:00:00+00:00,sr:match:14388162,closed,-6,"Sunny Temp: 44 F, Humidity: 42%, Wind: WSW 9 mph"
