,attendance,entry_mode,id,number,reference,scheduled,status,utc_offset,weather
30,78344,INGEST,f1e6ecea-7973-476b-9ab5-8dbea2b284db,23,56192,2014-09-14T17:04:09+00:00,closed,-5,"Sunny Temp: 66 F, Humidity: 48%, Wind: North 1 mph"
31,76900,INGEST,fd25d7e4-51b3-4aa0-ad98-78965200d59d,28,56197,2014-09-14T20:25:25+00:00,closed,-7,"Partly Cloudy Temp: 85 F, Humidity: 16%, Wind: SE 7 mph"
32,73945,INGEST,1745d0ce-cf57-4b74-a144-5678bad9b82c,47,56216,2014-09-22T00:31:45+00:00,closed,-5,"Clear Temp: 79 F, Humidity: 52%, Wind: WSW 7 mph"
33,70318,INGEST,223816fe-466d-4016-9ff3-54f6a715b2ad,33,56202,2014-09-19T00:26:18+00:00,closed,-5,"Indoors Temp:  F, Wind:   mph"
34,68447,INGEST,3096dae1-31b1-4bec-982a-689da7fb4a85,46,56215,2014-09-21T20:25:28+00:00,closed,-8,"Sunny Temp: 70 F, Humidity: 67%, Wind: SSE 7 mph"
35,62418,INGEST,389ed785-f8ae-439d-8320-a4fb47b38e29,37,56206,2014-09-21T17:02:35+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
36,61572,INGEST,4332f3d6-430c-4af6-89c4-4463e8b4aa11,44,56213,2014-09-21T20:05:47+00:00,closed,-8,"Temp:  F, Wind:   mph"
37,78160,INGEST,75bb5b24-1ef5-4cfc-861d-8b34a2eec0bd,48,56217,2014-09-23T00:30:46+00:00,closed,-5,"Clear Temp: 60 F, Humidity: 47%, Wind: NW 10 mph"
38,56743,INGEST,904bd47c-d0bc-47c4-b488-ba52579af159,35,56204,2014-09-21T17:02:45+00:00,closed,-5,"Mostly Cloudy Temp: 74 F, Humidity: 66%, Wind: NW 20 mph"
39,67407,INGEST,90bf0734-dac6-4fd2-afd4-ccab6545e678,36,56205,2014-09-21T17:02:00+00:00,closed,-5,"Partly Sunny Temp: 71 F, Humidity: 70%, Wind: w 23 mph"
40,68611,INGEST,99c243d8-7859-46c8-b57f-25d5de8e876e,34,56203,2014-09-21T17:02:35+00:00,closed,-5,"Partly cloudy Temp: 72 F, Humidity: 73%, Wind: WSW 24 mph"
41,70313,INGEST,9c4c6cf8-0e17-42fc-a066-fb5481101591,45,56214,2014-09-21T20:25:42+00:00,closed,-5,"Cloudy Temp: 88 F, Humidity: 56%, Wind: ESE 4 mph"
42,77462,INGEST,9e9d8647-65ca-40d4-ab61-61e5a540c8ed,41,56210,2014-09-21T17:02:36+00:00,closed,-5,"Cloudy Temp: 70 F, Humidity: 94%, Wind: NNW 4 mph"
43,60601,INGEST,ad2e996e-5e95-4615-af37-4b9cfed12fd9,38,56207,2014-09-21T17:02:49+00:00,closed,-5,"No chance of rain Temp: 85 F, Wind: NE 5 mph"
44,73005,INGEST,b5696539-9779-4350-bb65-09062119b6c3,40,56209,2014-09-21T17:03:56+00:00,closed,-6,"Fair Temp: 82 F, Humidity: 68%, Wind: ENE 10 mph"
45,69596,INGEST,eabb81da-a15d-4aac-9575-db478a5b2b62,42,56211,2014-09-21T17:02:33+00:00,closed,-5,"Mostly Cloudy Temp: 79 F, Humidity: 62%, Wind: N 4 mph"
46,58739,INGEST,ef63d9e4-675a-4a6f-a2c0-068d93e61659,43,56212,2014-09-21T17:02:30+00:00,closed,-6,"Temp:  F, Wind:   mph"
47,68756,INGEST,f99d4521-4f74-4e5a-ab81-dcf7edd787a9,39,56208,2014-09-21T17:02:41+00:00,closed,-5,"Cloudy and humid Temp: 78 F, Humidity: 67%, Wind: SSE 11 mph"
48,70799,INGEST,03ecb9da-790c-45d3-b3b5-b6246ef73f8d,59,56228,2014-09-28T20:25:43+00:00,closed,-8,"Sunny Temp: 72 F, Humidity: 51%, Wind: Westerly 4 mph"
49,80573,INGEST,1d161d8a-b77e-4f42-baf4-21c45d85b88a,49,56218,2014-09-26T00:26:23+00:00,closed,-5,"Cloudy Temp: 64 F, Humidity: 88%, Wind: North 4 mph"
50,61736,INGEST,1f035e31-9a4e-477c-9175-8d96da476f24,51,56220,2014-09-28T17:02:35+00:00,closed,-6,"Partly Cloudy Temp: 70 F, Humidity: 67%, Wind: NE 3 mph"
51,52173,INGEST,60bcb1db-aa0f-4d70-ae3f-c17e7122c670,58,56227,2014-09-28T20:25:54+00:00,closed,-6,"Partly Cloudy Temp: 82 F, Wind:   mph"
52,76613,INGEST,78c89e8b-c5ef-429f-8f8d-8bb7763f4213,61,56230,2014-09-30T00:30:54+00:00,closed,-6,"Clear Temp: 82 F, Humidity: 42%, Wind: Northeast 3 mph"
53,91176,INGEST,796e570d-4196-43d2-bdb8-911c852e103a,60,56229,2014-09-29T00:31:07+00:00,closed,-6,"Temp: 84 F, Humidity: 37%, Wind: Northeast 8 mph"
54,83436,INGEST,8a13e450-2bec-4f33-b38a-119f2d468ea2,55,56224,2014-09-28T17:07:16+00:00,closed,0,"Overcast Temp: 74 F, Humidity: 56%, Wind: SSE 6 mph"
55,62910,INGEST,90b3c230-0daa-4bce-b806-2893035587dd,56,56225,2014-09-28T17:03:16+00:00,closed,-5,"Partly Cloudy Temp: 74 F, Humidity: 54%, Wind: From SSW 3 mph"
56,64757,INGEST,98f6487a-231f-402d-aa81-24b970a2ab71,53,56222,2014-09-28T17:03:00+00:00,closed,-5,"Partly sunny Temp: 78 F, Humidity: 42%, Wind: NE 4 mph"
57,71756,INGEST,ad050749-667d-4b4c-a403-479ad40c5315,52,56221,2014-09-28T17:02:20+00:00,closed,-6,"Partly Cloudy Temp: 82 F, Humidity: 68%, Wind: NE 7 mph"
58,78160,INGEST,b79c04b1-b3d7-41c5-8645-cb710c525f0d,54,56223,2014-09-28T17:02:45+00:00,closed,-5,"Temp: 80 F, Humidity: 46%, Wind:   mph"
59,56553,INGEST,b9cf9a40-fd30-4efa-9a0a-7489a53e21c8,57,56226,2014-09-28T20:05:35+00:00,closed,-8,"Sunny Temp: 73 F, Humidity: 54%, Wind: SSW 8 mph"
60,71218,INGEST,d4e20d8f-2ab7-460c-8259-0618e4bba635,50,56219,2014-09-28T17:04:01+00:00,closed,-5,"Sunny Temp: 78 F, Humidity: 0%, Wind: South 4 mph"
61,66198,INGEST,0ddeb913-1827-4044-a376-61bb6efb4590,67,56236,2014-10-05T17:02:51+00:00,closed,-5,"No Chance of Rain Temp: 71 F, Humidity: 30%, Wind: N 10 mph"
62,65258,INGEST,20bd0170-7904-41dd-93de-e65f88392fb1,66,56235,2014-10-05T17:03:03+00:00,closed,-5,"Cloudy Temp: 53 F, Humidity: 50%, Wind: S 14 mph"
63,68756,INGEST,2a73fdd2-e604-4063-9a06-7a1214e01f49,75,56244,2014-10-06T00:31:03+00:00,closed,-5,"Clear and cool Temp: 47 F, Humidity: 71%, Wind: West 2 mph"
64,69596,INGEST,337c2110-afc7-4e8d-ab63-0566c10c441c,70,56239,2014-10-05T17:02:28+00:00,closed,-5,"Mostly Sunny Temp: 59 F, Humidity: 37%, Wind: W 16 mph"
65,78054,INGEST,5ee62d4a-5529-4e6c-9f49-b57e1ebce88c,62,56231,2014-10-03T00:26:26+00:00,closed,-6,"Rain Temp: 62 F, Humidity: 98%, Wind: East 6 mph"
66,80307,INGEST,6702086d-fa91-44cc-9ab9-7b35dac6029e,69,56238,2014-10-05T17:03:23+00:00,closed,-5,"Sunny Temp: 55 F, Humidity: 45%, Wind: WNW 9 mph"
67,73659,INGEST,7b55bbaf-c549-46fc-8725-96b1eab8ea18,63,56232,2014-10-05T17:03:22+00:00,closed,-5,"Sunny Temp: 60 F, Humidity: 36%, Wind: SW 7 mph"
68,79522,INGEST,8cf63035-68f8-4425-9b64-12774b49700f,76,56245,2014-10-07T00:30:39+00:00,closed,-5,"Clear Temp: 67 F, Humidity: 47%, Wind: SE 4 mph"
69,70799,INGEST,c0de8a4d-a98f-478d-8154-911b5742d08b,74,56243,2014-10-05T20:25:40+00:00,closed,-8,"Sunny Temp: 85 F, Humidity: 28%, Wind: WNW 1 mph"
70,63471,INGEST,c154951d-1303-45ca-9d28-d01f99611126,73,56242,2014-10-05T20:25:47+00:00,closed,-8,"Sunny Temp: 91 F, Humidity: 11%, Wind: SSW 8 mph"
71,91159,INGEST,c24f9cc8-0c47-4092-8f32-eaeaf62af28b,64,56233,2014-10-05T17:02:27+00:00,closed,-6,"Temp: 70 F, Humidity: 64%, Wind: South 9 mph"
72,69143,INGEST,c6c66021-37bf-4a62-9c67-822c6df9218d,71,56240,2014-10-05T17:02:43+00:00,closed,-6,"Partly Sunny Temp: 67 F, Humidity: 31%, Wind: WSW 13 mph"
73,62775,INGEST,d0490dc3-6da2-44f5-ae8f-34f3934c2976,65,56234,2014-10-05T17:03:18+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
74,76895,INGEST,d3c6f6b9-9b1f-44a7-9a29-08300eb06f65,72,56241,2014-10-05T20:05:39+00:00,closed,-7,"Sunny Temp: 71 F, Humidity: 20%, Wind: NW 10 mph"
75,73004,INGEST,fb5855aa-fc51-46dc-b0c7-747d07b6c028,68,56237,2014-10-05T17:03:24+00:00,closed,-6,"Sunny Temp: 69 F, Humidity: 40%, Wind: E 7 mph"
76,71787,INGEST,0b69acd9-2a11-4f15-a26d-223aea6ec4c9,77,56246,2014-10-10T00:26:08+00:00,closed,-6,"Partly Cloudy Temp: 83 F, Humidity: 58%, Wind: SE 15 mph"
77,57053,INGEST,15efb637-224a-4d78-a44f-7b4047cc4565,80,56249,2014-10-12T17:03:10+00:00,closed,-5,"Cloudy Temp: 60 F, Humidity: 61%, Wind: ENE 5 mph"
78,70712,INGEST,214c4195-597c-4029-a446-eac021d4805a,78,56247,2014-10-12T20:25:35+00:00,closed,-5,"Temp:  F, Wind:   mph"
79,60041,INGEST,470b7cd5-4f97-4668-8774-a03fbd08d7bf,85,56254,2014-10-12T17:02:41+00:00,closed,-5,"Cloudy Temp: 84 F, Humidity: 62%, Wind: NE 6 mph"
80,70875,INGEST,4aceedab-1967-4b3f-ab01-e6949144cfa6,82,56251,2014-10-12T17:02:53+00:00,closed,-5,"Temp: 86 F, Humidity: 63%, Wind: E 13 mph"
81,56851,INGEST,702a2a78-9f96-43ff-8b36-004eb061e5c9,91,56260,2014-10-14T00:30:46+00:00,closed,-6,"Temp:  F, Wind:   mph"
82,78160,INGEST,71206ab3-d1e2-410b-aa01-23309b86ccbb,84,56253,2014-10-12T17:02:26+00:00,closed,-5,"Temp: 61 F, Humidity: 37%, Wind: NE 5 mph"
83,61139,INGEST,7d74c7c3-3022-49a0-91cd-3b5372aa352d,88,56257,2014-10-12T20:25:49+00:00,closed,-8,"Temp:  F, Wind:   mph"
84,67431,INGEST,a940a4ed-878b-4516-bddb-110f7a2fa813,81,56250,2014-10-12T17:02:37+00:00,closed,-5,"Sunny Temp: 58 F, Humidity: 48%, Wind: se 13 mph"
85,70185,INGEST,b830845a-36c1-4b99-a708-2599bac267ae,79,56248,2014-10-12T17:02:46+00:00,closed,-5,"Clear & sunny Temp: 55 F, Humidity: 45%, Wind: SE 6 mph"
86,53329,INGEST,c25b2d9e-b0ac-4be2-9b0c-53dee6ec9514,87,56256,2014-10-12T20:06:05+00:00,closed,-8,"Sunny Temp: 77 F, Humidity: 35%, Wind: NNW 5 mph"
87,69143,INGEST,c4df1df5-3919-4619-b425-d4eb61c00c9b,86,56255,2014-10-12T17:02:32+00:00,closed,-6,"Cloudy Temp: 67 F, Humidity: 87%, Wind: S 7 mph"
88,69596,INGEST,c7957ae6-97de-4d9a-b5bc-efdbfc0ac5a9,90,56259,2014-10-13T00:30:48+00:00,closed,-5,"Partly Cloudy Temp: 57 F, Humidity: 47%, Wind: ESE 5 mph"
89,68432,INGEST,eaa58810-e68c-4d33-ad84-2cd92fd8addf,89,56258,2014-10-12T20:25:35+00:00,closed,-8,"Partly Cloudy Temp: 60 F, Humidity: 81%, Wind: S 6 mph"
90,52213,INGEST,f245c5b6-b3d4-49c2-94e0-684a3c80775a,83,56252,2014-10-12T17:02:41+00:00,closed,-6,"Sunny Temp: 53 F, Wind:   mph"
91,62413,INGEST,006c5f24-f835-488c-95bd-617f4e1491ed,95,56264,2014-10-19T17:02:39+00:00,closed,-6,"Partly cloudy Temp: 50 F, Humidity: 64%, Wind: SW 10 mph"
92,78106,INGEST,07c50fb8-c9aa-4ca4-aba8-f07d994b76da,97,56266,2014-10-19T17:02:50+00:00,closed,-6,"Cloudy Temp: 48 F, Humidity: 73%, Wind: SW 12 mph"
93,77047,INGEST,267d8399-3da1-4388-91e9-00f6b9efaf39,105,56274,2014-10-20T00:30:35+00:00,closed,-7,"Mostly Clear Temp: 67 F, Humidity: 25%, Wind: NE 4 mph"
94,52101,INGEST,28782051-3e8e-4a79-91fd-a409143a30a0,104,56273,2014-10-19T20:25:28+00:00,closed,-8,"Sunny Temp: 69 F, Humidity: 71%, Wind: WNW 6 mph"
95,75227,INGEST,5a2fac12-a5ce-41e9-860b-ff7c8f9f4193,101,56270,2014-10-19T17:02:38+00:00,closed,-5,"Sunny Temp: 55 F, Humidity: 43%, Wind: NW 13 mph"
96,65260,INGEST,6d42abea-05c3-4468-ae88-7bc5af12ee59,102,56271,2014-10-19T20:05:33+00:00,closed,-8,"Sunny Temp: 75 F, Humidity: 55%, Wind: WNW 2 mph"
97,56375,INGEST,7d889b1b-d711-4955-bbd4-b8f29aa4c790,106,56275,2014-10-21T00:30:25+00:00,closed,-5,"Cloudy Temp: 57 F, Humidity: 57%, Wind: From S 6 mph"
98,63271,INGEST,86dff58f-f2c1-4c21-b714-c6339f28e271,96,56265,2014-10-19T17:02:55+00:00,closed,-5,"Controlled Climate Temp: 68 F, Humidity: 70%, Wind:   mph"
99,66539,INGEST,91d1c003-9e0c-40a3-a425-83663c59817b,98,56267,2014-10-19T17:02:56+00:00,closed,-5,"Partly sunny Temp: 49 F, Humidity: 63%, Wind: W 6 mph"
100,68756,INGEST,9e1ab0f8-ebd8-4e34-8ee3-6e0cb320dcb6,92,56261,2014-10-17T00:26:16+00:00,closed,-5,"Cloudy, 80% chance of rain Temp: 64 F, Humidity: 93%, Wind: South 9 mph"
101,68477,INGEST,a97d920b-8b45-449b-a7bf-c8ffcf036449,94,56263,2014-10-19T17:02:58+00:00,closed,-5,"Cloudy Temp: 41 F, Humidity: 58%, Wind: WNW 9 mph"
102,91028,INGEST,aa7f98a5-d518-4f15-815b-8b332c3fafed,103,56272,2014-10-19T20:25:28+00:00,closed,-6,"Mostly clear skies Temp: 72 F, Humidity: 57%, Wind:  0 mph"
103,61341,INGEST,c0dd5481-6677-408f-b342-6bfd6aecfec2,99,56268,2014-10-19T17:03:07+00:00,closed,-5,"Temp: 76 F, Humidity: 54%, Wind: N 8 mph"
104,71184,INGEST,ce298273-8496-427c-af83-584bf1aca0b0,93,56262,2014-10-20T04:13:04+00:00,closed,-5,"Sunny Temp: 54 F, Humidity: 0%, Wind: NW 14 mph"
105,57855,INGEST,ebcd794e-98b2-42a7-9ae0-c52139030dc6,100,56269,2014-10-19T17:02:57+00:00,closed,-6,"Temp:  F, Wind:   mph"
106,87055,INGEST,14bbf6f0-c486-4bbc-9259-737b324ef25f,121,56290,2014-10-28T00:30:29+00:00,closed,-6,"Temp:  F, Wind:   mph"
107,65633,INGEST,1e0d9452-d5b2-4630-9cd6-bf9636bd5d52,111,56280,2014-10-26T17:02:46+00:00,closed,-5,"Temp: 76 F, Humidity: 45%, Wind: NNE 6 mph"
108,75972,INGEST,29ef8d8d-37da-44c4-9ae1-25edea174dc5,112,56281,2014-10-26T17:03:34+00:00,closed,-6,"Sunny Temp: 70 F, Humidity: 73%, Wind: South SE 8 mph"
109,55711,INGEST,348bc362-88a6-4ab0-be03-4c2db082eaf7,110,56279,2014-10-26T17:02:43+00:00,closed,-5,"Sunny Temp: 62 F, Humidity: 32%, Wind: W 6 mph"
110,78160,INGEST,3e463894-5a5a-42e6-96df-35abfe2e0d73,114,56283,2014-10-26T17:02:36+00:00,closed,-5,"Mostly cloudy Temp: 59 F, Humidity: 44%, Wind: WNW 16 mph"
111,83532,INGEST,4d015e4d-d16f-4b0c-8bcf-11c27dc820df,108,56277,2014-10-26T13:37:28+00:00,closed,-1,"Overcast Temp: 59 F, Wind: South West 13 mph"
112,68756,INGEST,6c25a041-7f5c-427c-805b-d424e79516b8,113,56282,2014-10-26T17:02:41+00:00,closed,-5,"Cloudy Temp: 54 F, Humidity: 53%, Wind: West 14 with gusts to 25 mph"
113,61789,INGEST,93ff178b-5256-4898-9b65-dc0b6444889e,117,56286,2014-10-26T20:05:33+00:00,closed,-8,"Temp:  F, Wind:   mph"
114,69143,INGEST,949c4509-7bcc-4b66-b86f-7eb011881308,116,56285,2014-10-26T17:03:00+00:00,closed,-6,"Sunny Temp: 73 F, Humidity: 45%, Wind: E 2 mph"
115,56577,INGEST,98f3d6f9-9140-4782-8b1a-d02f343ce5e1,115,56284,2014-10-26T17:03:00+00:00,closed,-5,"Sunny Temp: 77 F, Humidity: 34%, Wind: N 5 mph"
116,62479,INGEST,a2a2b8e4-91bc-469f-9f28-07467b0c518a,119,56288,2014-10-26T20:25:27+00:00,closed,-5,"Sunny Temp: 62 F, Humidity: 28%, Wind: From WNW 12 mph"
117,76907,INGEST,c098931e-d3b7-4fdb-b7c8-14550840de53,107,56276,2014-10-24T00:26:22+00:00,closed,-7,"Partly Cloudy Temp: 68 F, Humidity: 24%, Wind: E 3 mph"
118,73146,INGEST,c0f7247c-4637-492c-9bae-88a6d3ed9c4f,120,56289,2014-10-27T00:30:38+00:00,closed,-6,"Sunny Temp: 78 F, Humidity: 54%, Wind: ESE 3 mph"
119,74042,INGEST,d7175d81-f87d-47d0-b8cb-b66ba8814439,109,56278,2014-10-26T17:02:47+00:00,closed,-5,"Sunny Temp: 77 F, Humidity: 38%, Wind: W 9 mph"
120,67431,INGEST,e74dca28-733e-4baf-bc69-1aa7f7484690,118,56287,2014-10-26T20:25:37+00:00,closed,-5,"Sunny Temp: 55 F, Humidity: 53%, Wind: w 20 mph"
121,68337,INGEST,0369c324-c5d6-4922-a3fe-1b607c30b4d6,132,56301,2014-11-02T21:25:40+00:00,closed,-8,"Rain Temp: 54 F, Humidity: 80%, Wind: South 9 mph"
122,63971,INGEST,0448d493-eda7-4e47-81b1-97e308ba375f,133,56302,2014-11-03T01:30:55+00:00,closed,-5,"Clear Temp: 38 F, Humidity: 57%, Wind: From WNW 6 mph"
123,70222,INGEST,0536f5b1-ed5f-4a7b-9037-262d457e6e74,128,56297,2014-11-02T18:02:43+00:00,closed,-5,"Sunny Temp: 70 F, Humidity: 29%, Wind: NNW 16 mph"
124,85688,INGEST,3c096f55-c2c9-4bbe-a71c-e5de8d5d3560,125,56294,2014-11-02T18:04:24+00:00,closed,-6,"Cloudy skies Temp: 57 F, Humidity: 51%, Wind: South/Southeast 12 mph"
125,67431,INGEST,4315d91c-b734-4cd8-9f0a-3ed9d522b112,124,56293,2014-11-02T18:02:35+00:00,closed,-5,"Temp: 42 F, Humidity: 67%, Wind: N 8 mph"
126,52252,INGEST,690ac48d-ae64-4e81-a4bb-225936e0288d,129,56298,2014-11-02T18:03:02+00:00,closed,-6,"Sunny Temp: 50 F, Wind: South 10-15 MPH mph"
127,73663,INGEST,9526832f-092b-4e32-ad97-42dfeb5c201c,122,56291,2014-10-31T00:26:35+00:00,closed,-5,"Clear Temp: 58 F, Humidity: 42%, Wind: NNE 3 mph"
128,68756,INGEST,9aaa1aee-1119-41d9-a325-04c83e0048e1,131,56300,2014-11-02T21:25:21+00:00,closed,-5,"Cloudy Temp: 35 F, Humidity: 63%, Wind: NW 19 with gusts to 26 mph"
129,70799,INGEST,9f6949a8-2cc2-49e8-8698-5355f0d265a2,130,56299,2014-11-02T21:05:48+00:00,closed,-8,"Sunny Temp: 61 F, Humidity: 55%, Wind: Northwest 8 mph"
130,74127,INGEST,a6d35943-107a-4740-b557-ffe655030109,127,56296,2014-11-02T18:03:18+00:00,closed,-6,"Sunny, clear Temp: 57 F, Humidity: 30%, Wind: South 20 mph"
131,77975,INGEST,a6ed891c-cb0c-42d6-b600-451a6a2025b8,134,56303,2014-11-04T01:30:59+00:00,closed,-5,"Mostly Clear Temp: 55 F, Humidity: 26%, Wind: SSW 6 mph"
132,60057,INGEST,b289780b-64d6-456e-b3d7-6f1f49ad4a83,123,56292,2014-11-02T18:02:48+00:00,closed,-5,"Sunny Temp: 42 F, Humidity: 42%, Wind: N 3 mph"
133,71780,INGEST,c99e766b-2c4f-47aa-92e5-13ee7f79b4a5,126,56295,2014-11-02T18:02:31+00:00,closed,-6,"Partly Cloudy Temp: 62 F, Humidity: 60%, Wind: ESE 4 mph"
134,61363,INGEST,083491de-776e-428c-a81b-09a52cf0d49f,144,56313,2014-11-09T21:25:57+00:00,closed,-7,"Temp:  F, Wind:   mph"
135,54803,INGEST,1abd4231-fa33-44b9-a3fa-e7fc485886e1,143,56312,2014-11-09T21:05:26+00:00,closed,-8,"Clear Temp: 68 F, Humidity: 65%, Wind: WSW 6 mph"
136,65871,INGEST,35425906-9695-4f3a-85d7-5494c3b6eab1,135,56304,2014-11-07T01:29:40+00:00,closed,-5,"Cloudy Temp: 42 F, Humidity: 86%, Wind: W 17 mph"
137,83603,INGEST,37645d11-83a9-44c5-b864-3c95c8ceb675,139,56308,2014-11-09T18:06:30+00:00,closed,0,"Clear Temp: 50 F, Humidity: 71%, Wind: South 3 mph"
138,73129,INGEST,52ed3a90-dcae-4e53-93eb-652abda74a0e,140,56309,2014-11-09T18:03:33+00:00,closed,-6,"Fair Temp: 62 F, Humidity: 57%, Wind: NNE 10 mph"
